,capacity
0,0.0
1,1.0752345
2,1.0763277
3,1.0766819
4,1.0772517
5,1.0775747
6,1.0777456
7,1.0779704
8,1.0781482
9,1.0783457
10,1.078598
11,1.0787464
12,1.0788994
13,1.0789477
14,1.0789433
15,1.0789938
16,1.0790927
17,1.0791383
18,1.0791379
19,1.0792229
20,1.0792434
21,1.079232
22,1.0792979
23,1.0792787
24,1.0780314
25,1.0792596
26,1.0792792
27,1.0792816
28,1.0793499
29,1.0793725
30,1.0793666
31,1.0794182
32,1.079448
33,1.0794551
34,1.0794472
35,1.0794848
36,1.0795194
37,1.0795679
38,1.0795426
39,1.0795244
40,1.0795215
41,1.0794741
42,1.0794564
43,1.07941
44,1.0793877
45,1.079385
46,1.0793488
47,1.0793023
48,1.0793445
49,1.0793265
50,1.0794868
51,1.079664
52,1.0798512
53,1.0799131
54,1.0798471
55,1.0793748
56,1.0792863
57,1.0792454
58,1.0792495
59,1.079209
60,1.0791895
61,1.0792062
62,1.0791804
63,1.0791718
64,1.0790961
65,1.0790548
66,1.0790472
67,1.0790274
68,1.0789471
69,1.078935
70,1.0788885
71,1.0788687
72,1.0787885
73,1.0788136
74,1.078759
75,1.0787454
76,1.0787166
77,1.0786921
78,1.0786561
79,1.0786458
80,1.0786494
81,1.0786008
82,1.0785756
83,1.0785092
84,1.0785187
85,1.0784715
86,1.0784341
87,1.0784183
88,1.0783663
89,1.0783623
90,1.0783238
91,1.0782973
92,1.0783015
93,1.0782938
94,1.0782624
95,1.0782219
96,1.0781643
97,1.0781267
98,1.0780842
99,1.0780438
100,1.0779946
101,1.0779567
102,1.0778984
103,1.0778759
104,1.0777841
105,1.0777849
106,1.077731
107,1.0777071
108,1.0776812
109,1.0777233
110,1.077687
111,1.0776334
112,1.0775777
113,1.0775195
114,1.0774959
115,1.0774465
116,1.0774043
117,1.0774233
118,1.0774266
119,1.0773957
120,1.0773815
121,1.0773319
122,1.0772151
123,1.077139
124,1.0770926
125,1.0770618
126,1.0770357
127,1.0769881
128,1.0769514
129,1.0768948
130,1.0768657
131,1.0767955
132,1.0767418
133,1.0766786
134,1.0766284
135,1.0765969
136,1.0765868
137,1.0765656
138,1.0765457
139,1.0765004
140,1.0764037
141,1.0763311
142,1.0762877
143,1.0763103
144,1.0762584
145,1.0762025
146,1.0761652
147,1.0761292
148,1.0761428
149,1.0761305
150,1.0760093
151,1.0760185
152,1.0759965
153,1.0759087
154,1.0758916
155,1.0758206
156,1.0757806
157,1.0756987
158,1.0756593
159,1.075608
160,1.075592
161,1.0756619
162,1.0757312
163,1.0757153
164,1.0755829
165,1.075387
166,1.0751585
167,1.0751754
168,1.0752383
169,1.0753632
170,1.0754384
171,1.0754471
172,1.0742023
173,1.0753379
174,1.0752227
175,1.0751215
176,1.0749024
177,1.0748825
178,1.0746765
179,1.0747268
180,1.0744267
181,1.0743312
182,1.0743113
183,1.0744555
184,1.0744239
185,1.0743871
186,1.074356
187,1.0743685
188,1.0744581
189,1.0745376
190,1.0742301
191,1.0743493
192,1.0742103
193,1.0740153
194,1.0739274
195,1.0738825
196,1.0736978
197,1.0742853
198,1.0743867
199,1.0742307
200,1.07435
201,1.0739681
202,1.0741456
203,1.0738528
204,1.0736293
205,1.0736117
206,1.0735093
207,1.073419
208,1.0733424
209,1.0732898
210,1.0732356
211,1.0727783
212,1.073029
213,1.0730973
214,1.0731293
215,1.073137
216,1.0731214
217,1.0728192
218,1.072888
219,1.0729082
220,1.0725137
221,1.0724531
222,1.0726321
223,1.0727345
224,1.0728283
225,1.0728689
226,1.0728501
227,1.0723734
228,1.072528
229,1.0725095
230,1.0724031
231,1.0722466
232,1.0718639
233,1.0720328
234,1.0719092
235,1.0720185
236,1.0714257
237,1.0718282
238,1.0716984
239,1.0717745
240,1.0714566
241,1.071511
242,1.071422
243,1.071529
244,1.0717503
245,1.0716337
246,1.0712017
247,1.0712699
248,1.0712671
249,1.0711384
250,1.0713418
251,1.0711199
252,1.0710055
253,1.0709774
254,1.0712243
255,1.0712348
256,1.0713273
257,1.070843
258,1.070851
259,1.0703118
260,1.0702078
261,1.0704104
262,1.0705329
263,1.070392
264,1.0700244
265,1.0698946
266,1.0703063
267,1.0701705
268,1.070137
269,1.0700889
270,1.0698223
271,1.0700811
272,1.0697021
273,1.0699766
274,1.0695803
275,1.0696813
276,1.069451
277,1.0697343
278,1.0697132
279,1.0696039
280,1.0699413
281,1.0696443
282,1.0699413
283,1.0697091
284,1.0699176
285,1.0696715
286,1.0694005
287,1.0692235
288,1.0692024
289,1.0686996
290,1.0687262
291,1.0686703
292,1.0688411
293,1.0686388
294,1.0686775
295,1.0682563
296,1.068521
297,1.068657
298,1.0686538
299,1.0681267
300,1.0681928
301,1.0683926
302,1.0681198
303,1.0682564
304,1.0680767
305,1.0675651
306,1.0681046
307,1.0679941
308,1.0679127
309,1.0680978
310,1.0675571
311,1.0677485
312,1.067373
313,1.0676345
314,1.0676286
315,1.0672448
316,1.0671808
317,1.0673859
318,1.0672925
319,1.0672297
320,1.0670053
321,1.0669096
322,1.0671104
323,1.0668203
324,1.0669079
325,1.0664445
326,1.0673741
327,1.0673872
328,1.0675319
329,1.0671718
330,1.0673971
331,1.0670847
332,1.0672852
333,1.0671048
334,1.0676986
335,1.0677325
336,1.0680313
337,1.0675687
338,1.067926
339,1.0674419
340,1.0673946
341,1.0672836
342,1.0667577
343,1.0659978
344,1.0664068
345,1.0665169
346,1.065812
347,1.0662003
348,1.0660529
349,1.0658903
350,1.0655265
351,1.0658079
352,1.0652775
353,1.0656949
354,1.0657223
355,1.0653746
356,1.0657669
357,1.0651037
358,1.0651398
359,1.0650587
360,1.065176
361,1.0659198
362,1.0655549
363,1.0656135
364,1.065604
365,1.0660353
366,1.0649083
367,1.0651826
368,1.0649748
369,1.0648073
370,1.064638
371,1.0648518
372,1.0641928
373,1.0645819
374,1.0642503
375,1.0640424
376,1.0641905
377,1.0636176
378,1.0638254
379,1.0633976
380,1.063495
381,1.0640949
382,1.0626998
383,1.0637351
384,1.0632648
385,1.0635589
386,1.0632964
387,1.0632875
388,1.0632815
389,1.0634371
390,1.0636631
391,1.0634638
392,1.0637691
393,1.0635848
394,1.0632766
395,1.0635487
396,1.0629394
397,1.0626084
398,1.0625678
399,1.0624758
400,1.0623345
401,1.0620457
402,1.0622933
403,1.0617355
404,1.0619489
405,1.0619335
406,1.06159
407,1.0619072
408,1.0614341
409,1.0619071
410,1.0617987
411,1.0613245
412,1.0615608
413,1.0609953
414,1.0612022
415,1.0612211
416,1.0613873
417,1.0613488
418,1.0613067
419,1.061265
420,1.0613542
421,1.0612007
422,1.0616174
423,1.0611279
424,1.0609702
425,1.060532
426,1.060339
427,1.0602294
428,1.0601498
429,1.0597323
430,1.0600733
431,1.0596335
432,1.0596927
433,1.05911
434,1.0594623
435,1.0594201
436,1.0592837
437,1.0597581
438,1.0598553
439,1.059399
440,1.0591449
441,1.0590105
442,1.0593703
443,1.0590355
444,1.0592294
445,1.0590123
446,1.0591398
447,1.0593113
448,1.058676
449,1.059043
450,1.058972
451,1.0588114
452,1.0587028
453,1.0584757
454,1.0584266
455,1.0578609
456,1.0579098
457,1.0576942
458,1.057452
459,1.0575964
460,1.057632
461,1.0573587
462,1.0571864
463,1.0572579
464,1.0567838
465,1.0568979
466,1.0567961
467,1.0566589
468,1.0566916
469,1.0567065
470,1.0561078
471,1.0558958
472,1.0563357
473,1.0568038
474,1.0557103
475,1.0572654
476,1.0564244
477,1.0566877
478,1.0563956
479,1.0563273
480,1.0563347
481,1.056054
482,1.0553296
483,1.0550345
484,1.0549012
485,1.055048
486,1.0548266
487,1.0536039
488,1.0532885
489,1.0522412
490,1.0523109
491,1.0525496
492,1.0535722
493,1.0529702
494,1.0530088
495,1.0529319
496,1.05299
497,1.0526109
498,1.0527877
499,1.0523676
500,1.0521708
501,1.0525141
502,1.0521377
503,1.0523634
504,1.0525608
505,1.051223
506,1.0525856
507,1.0521063
508,1.0522116
509,1.0519098
510,1.0515634
511,1.0510664
512,1.0511334
513,1.0512164
514,1.050411
515,1.0508049
516,1.0505403
517,1.0502561
518,1.0503407
519,1.0502312
520,1.0501955
521,1.0503067
522,1.0497916
523,1.0498711
524,1.049535
525,1.0496862
526,1.0489336
527,1.049105
528,1.0488175
529,1.0492752
530,1.0488834
531,1.0487362
532,1.0484189
533,1.0487082
534,1.0482165
535,1.0481914
536,1.0468765
537,1.0479004
538,1.0476032
539,1.0476083
540,1.0469893
541,1.0466244
542,1.0467807
543,1.046593
544,1.0467559
545,1.0464476
546,1.0463243
547,1.0464133
548,1.0458111
549,1.0456111
550,1.0457227
551,1.0459083
552,1.045119
553,1.0450845
554,1.044861
555,1.0446836
556,1.0445431
557,1.0446664
558,1.044232
559,1.044934
560,1.0445738
561,1.0450829
562,1.0443143
563,1.0440258
564,1.0438018
565,1.0438894
566,1.0433636
567,1.041651
568,1.0429664
569,1.0425485
570,1.0423795
571,1.041573
572,1.0413795
573,1.041768
574,1.0413918
575,1.0412697
576,1.0413256
577,1.0408136
578,1.0406954
579,1.0404522
580,1.0404379
581,1.0400996
582,1.040036
583,1.0392838
584,1.0390973
585,1.0393409
586,1.0395036
587,1.0390356
588,1.0386118
589,1.0383465
590,1.0383956
591,1.0385152
592,1.0382419
593,1.0374179
594,1.0375259
595,1.0370954
596,1.0364908
597,1.0362263
598,1.0357913
599,1.0358559
600,1.0356332
601,1.0355822
602,1.0352383
603,1.0347283
604,1.0343115
605,1.0341332
606,1.0342745
607,1.0339205
608,1.0334291
609,1.0332212
610,1.0323797
611,1.0326906
612,1.0326002
613,1.0317751
614,1.0319854
615,1.0314872
616,1.0315325
617,1.0308928
618,1.0306921
619,1.0305319
620,1.0301737
621,1.0300333
622,1.0293462
623,1.0293802
624,1.028895
625,1.0283911
626,1.0278414
627,1.0276544
628,1.0272706
629,1.0265927
630,1.0253599
631,1.0262033
632,1.0257231
633,1.0250561
634,1.0251204
635,1.0247653
636,1.0241263
637,1.0240482
638,1.0236888
639,1.0232462
640,1.0224547
641,1.022645
642,1.0219412
643,1.0217011
644,1.0213236
645,1.0210687
646,1.0207925
647,1.0198747
648,1.0193735
649,1.0193359
650,1.0189134
651,1.0185862
652,1.0177902
653,1.0175548
654,1.0169151
655,1.0164262
656,1.0160447
657,1.0155805
658,1.0148183
659,1.0146352
660,1.0140604
661,1.0136927
662,1.013298
663,1.0127088
664,1.0120692
665,1.0120116
666,1.0110239
667,1.0108253
668,1.0103784
669,1.0097805
670,1.0095204
671,1.0089267
672,1.0081053
673,1.0079335
674,1.0072528
675,1.0066485
676,1.0061194
677,1.0055112
678,1.0051433
679,1.0042778
680,1.0037631
681,1.0031589
682,1.0026982
683,1.0020615
684,1.0012727
685,1.0009329
686,1.0001841
687,0.99965435
688,0.99918187
689,0.99855024
690,0.9979561
691,0.99694133
692,0.99667501
693,0.99588752
694,0.99541396
695,0.99359959
696,0.99419796
697,0.99364072
698,0.99311543
699,0.99274635
700,0.99229676
701,0.99148548
702,0.99108809
703,0.99033016
704,0.98943812
705,0.98937494
706,0.98862147
707,0.98794103
708,0.98732263
709,0.98654586
710,0.98570675
711,0.98550272
712,0.9849394
713,0.98396415
714,0.98331839
715,0.98266065
716,0.98192585
717,0.98155707
718,0.98088092
719,0.9801203
720,0.98001081
721,0.97935724
722,0.97847933
723,0.97780758
724,0.97752249
725,0.9768424
726,0.97637105
727,0.97557998
728,0.97499067
729,0.974509
730,0.97362965
731,0.97308511
732,0.9725306
733,0.97184181
734,0.97123289
735,0.97074848
736,0.9701634
737,0.96980757
738,0.96956837
739,0.96892887
740,0.96828151
741,0.96776962
742,0.96698916
743,0.96650505
744,0.96571183
745,0.96496516
746,0.9642759
747,0.96323717
748,0.96248877
749,0.96196067
750,0.9612906
751,0.96055365
752,0.95997584
753,0.95934808
754,0.95859712
755,0.95794892
756,0.95744818
757,0.95685154
758,0.95618719
759,0.95549983
760,0.95488739
761,0.95431089
762,0.9535374
763,0.95311302
764,0.9524374
765,0.95186996
766,0.95074409
767,0.95073652
768,0.94999826
769,0.94978762
770,0.94881308
771,0.94830823
772,0.94775289
773,0.94724935
774,0.94612676
775,0.94564599
776,0.94497967
777,0.94415444
778,0.94332093
779,0.94292265
780,0.94215882
781,0.94111907
782,0.94049156
783,0.94020581
784,0.93929005
785,0.93843234
786,0.93785346
787,0.93704975
788,0.93647724
789,0.93585765
790,0.93484104
791,0.93412715
792,0.93340302
793,0.93265229
794,0.93209994
795,0.93122369
796,0.9304741
797,0.93000311
798,0.92917931
799,0.92859113
800,0.927836
801,0.92714924
802,0.92633486
803,0.92548949
804,0.92520416
805,0.92387348
806,0.92344201
807,0.92253977
808,0.92186219
809,0.92073238
810,0.92013705
811,0.91918325
812,0.9183197
813,0.91755974
814,0.91669554
815,0.91591567
816,0.91490299
817,0.91416621
818,0.91306305
819,0.91249222
820,0.91143388
821,0.91055864
822,0.90984178
823,0.90895987
824,0.9080174
825,0.90712172
826,0.90618628
827,0.90525389
828,0.90425187
829,0.90348244
830,0.90230322
831,0.90155762
832,0.90074521
833,0.89857668
834,0.89899987
835,0.89802152
836,0.89705354
837,0.89598298
838,0.89503872
839,0.89399892
840,0.8930077
841,0.89188147
842,0.8909694
843,0.88969421
844,0.88863361
845,0.88757771
846,0.88661999
847,0.885252
848,0.88432902
849,0.88325959
850,0.88227195
851,0.88107961
852,0.88019997
