,capacity
0,1.0680432
1,1.0717047
2,1.0729293
3,1.0739486
4,1.0743829
5,1.0746266
6,1.0749247
7,1.0749027
8,1.074983
9,1.0752143
10,1.0750402
11,1.0751992
12,1.0753803
13,1.0753163
14,1.0754894
15,1.0755835
16,1.0754433
17,1.0757152
18,1.0759286
19,1.0756508
20,1.0758544
21,1.0758696
22,1.0756266
23,1.0757254
24,1.0757338
25,1.0757152
26,1.0758576
27,1.0758127
28,1.0758456
29,1.0758678
30,1.0755781
31,1.0756737
32,1.0757554
33,1.0753849
34,1.0756098
35,1.0756255
36,1.0753942
37,1.0757242
38,1.0756471
39,1.0754826
40,1.0756226
41,1.0756375
42,1.075456
43,1.0756247
44,1.075461
45,1.0753562
46,1.0754068
47,1.0751998
48,1.0751294
49,1.075193
50,1.0749862
51,1.0750605
52,1.0750921
53,1.0747198
54,1.0748694
55,1.0749102
56,1.0744717
57,1.074571
58,1.0745248
59,1.0742824
60,1.0744898
61,1.074538
62,1.0742118
63,1.0741884
64,1.0741462
65,1.0740228
66,1.0741599
67,1.0740062
68,1.0738997
69,1.0739115
70,1.0736616
71,1.0735774
72,1.0736157
73,1.0733547
74,1.0733705
75,1.07333
76,1.073083
77,1.073025
78,1.0730579
79,1.0726249
80,1.0727667
81,1.072715
82,1.0723406
83,1.0723785
84,1.0723248
85,1.0721895
86,1.0722331
87,1.0722235
88,1.0719334
89,1.0719244
90,1.0718268
91,1.0715038
92,1.0715094
93,1.071292
94,1.0713029
95,1.0712396
96,1.0709071
97,1.0708878
98,1.0708355
99,1.0705185
100,1.0705414
101,1.0705591
102,1.0701201
103,1.070254
104,1.0701171
105,1.0696497
106,1.0698097
107,1.0697716
108,1.0693595
109,1.0682014
110,1.0694721
111,1.0692149
112,1.0692425
113,1.0690612
114,1.0688
115,1.068783
116,1.0685308
117,1.0682868
118,1.0682153
119,1.0679548
120,1.0679051
121,1.067829
122,1.0675035
123,1.067472
124,1.0673908
125,1.0670186
126,1.0669423
127,1.0667396
128,1.066523
129,1.0665644
130,1.0665126
131,1.0661193
132,1.0660582
133,1.0659661
134,1.065815
135,1.0656234
136,1.065549
137,1.065292
138,1.0652325
139,1.0649976
140,1.0648812
141,1.0647694
142,1.0644946
143,1.0642959
144,1.0643328
145,1.0638477
146,1.0638682
147,1.0638133
148,1.0633436
149,1.0634439
150,1.0632988
151,1.0628799
152,1.0628235
153,1.0626938
154,1.0622891
155,1.0623089
156,1.0620304
157,1.0618293
158,1.0618216
159,1.0616595
160,1.0613862
161,1.0613366
162,1.0598884
163,1.0609109
164,1.0607587
165,1.060414
166,1.0603373
167,1.0601364
168,1.0597606
169,1.0596704
170,1.0595671
171,1.0591733
172,1.05925
173,1.0591848
174,1.0587252
175,1.0587391
176,1.058547
177,1.0581212
178,1.0580688
179,1.0579776
180,1.0575356
181,1.0574446
182,1.0572165
183,1.0570378
184,1.056919
185,1.0566858
186,1.0564114
187,1.0561849
188,1.0559754
189,1.0559183
190,1.0558356
191,1.0553563
192,1.0553241
193,1.0551413
194,1.0546674
195,1.0546707
196,1.054577
197,1.054056
198,1.0540895
199,1.0538453
200,1.0533612
201,1.0533413
202,1.0531002
203,1.0527452
204,1.0525465
205,1.0522839
206,1.0520838
207,1.0520234
208,1.0518036
209,1.0515506
210,1.0513875
211,1.0508043
212,1.050912
213,1.0507429
214,1.050398
215,1.048993
216,1.0500675
217,1.0494344
218,1.0492809
219,1.04919
220,1.0488169
221,1.0480359
222,1.0484357
223,1.0478296
224,1.0479854
225,1.0476861
226,1.047314
227,1.0470206
228,1.047061
229,1.0466712
230,1.0465757
231,1.046244
232,1.0460263
233,1.045905
234,1.0456202
235,1.0452948
236,1.0447407
237,1.0446953
238,1.0445497
239,1.0443304
240,1.0439547
241,1.0436107
242,1.0434222
243,1.0430009
244,1.0428722
245,1.0426447
246,1.042241
247,1.0414025
248,1.041407
249,0.90870988
250,1.0382326
251,1.0388546
252,1.0390829
253,1.0395913
254,1.0391096
255,1.0390043
256,1.0386181
257,1.0384734
258,1.0386201
259,1.0383447
260,1.0373944
261,1.0378414
262,1.0377045
263,1.0373477
264,1.0369707
265,1.0369481
266,1.0367757
267,1.0362911
268,1.0356838
269,1.0346712
270,1.0354118
271,1.0349317
272,1.0349102
273,1.0346456
274,1.0343244
275,1.0338832
276,1.033549
277,1.0331433
278,1.0330189
279,1.0327053
280,1.0323136
281,1.0325224
282,1.0318449
283,1.0321302
284,1.0312642
285,1.0314085
286,1.0308532
287,1.0293261
288,1.0301448
289,1.0296072
290,1.0288494
291,1.028931
292,1.0282092
293,1.0278504
294,1.0274869
295,1.0278319
296,1.0273216
297,1.0271618
298,1.0262409
299,1.0262629
300,1.0262438
301,1.0253316
302,1.0251054
303,1.0248566
304,1.0244178
305,1.0234506
306,1.0234882
307,1.0225563
308,1.022716
309,1.0224615
310,1.0220439
311,1.0221193
312,1.0213475
313,1.0203834
314,1.0191268
315,1.0194563
316,1.0196699
317,1.0190079
318,1.0190247
319,1.0184602
320,1.0178192
321,1.0174251
322,1.0169877
323,1.0167048
324,1.0162371
325,1.0152926
326,1.0153452
327,1.0150064
328,1.0136749
329,1.0141751
330,1.0138708
331,1.0127733
332,1.0122546
333,1.0115408
334,1.0114056
335,1.0113615
336,1.0107787
337,1.0103172
338,1.0093685
339,1.0089506
340,1.0083842
341,1.0065502
342,1.0075381
343,1.006817
344,1.0062742
345,1.005518
346,1.0054902
347,1.0046016
348,1.0041298
349,1.0035404
350,1.0024432
351,1.0024353
352,1.0016629
353,1.0014913
354,1.0009738
355,1.0002471
356,0.99974537
357,0.99898314
358,0.99882472
359,0.99789751
360,0.99731183
361,0.99700451
362,0.99598098
363,0.995498
364,0.99506521
365,0.99392527
366,0.99313039
367,0.99303311
368,0.99255216
