,capacity
0,0.0
1,1.0876514
2,1.0887769
3,1.0895739
4,1.090127
5,1.0902194
6,1.0905415
7,1.0907471
8,1.0908767
9,1.0910354
10,1.091149
11,1.0912602
12,1.0912689
13,1.0913666
14,1.0914187
15,1.0913129
16,1.0913908
17,1.0913309
18,1.0913507
19,1.0901743
20,1.0913407
21,1.0913928
22,1.0913711
23,1.0912943
24,1.0913316
25,1.091313
26,1.0901551
27,1.0913707
28,1.0915
29,1.0913539
30,1.091308
31,1.0913274
32,1.0913633
33,1.0913634
34,1.0914105
35,1.0912079
36,1.0914216
37,1.0915462
38,1.0913702
39,1.0914745
40,1.0913943
41,1.0913204
42,1.0899497
43,1.0911652
44,1.0911034
45,1.0911463
46,1.0910841
47,1.0910726
48,1.0911754
49,1.0910344
50,1.091042
51,1.0912036
52,1.0913835
53,1.091444
54,1.0915191
55,1.0912392
56,1.0910244
57,1.0910047
58,1.0908934
59,1.0907686
60,1.0909427
61,1.0909005
62,1.0908694
63,1.0906993
64,1.0908915
65,1.0893208
66,1.090454
67,1.0904849
68,1.0903882
69,1.0903715
70,1.0901026
71,1.0890392
72,1.0902603
73,1.0902516
74,1.0902444
75,1.0901288
76,1.0901029
77,1.0902023
78,1.090115
79,1.0900801
80,1.0899956
81,1.0899369
82,1.0899999
83,1.0899715
84,1.0899079
85,1.0899065
86,1.0898699
87,1.0899559
88,1.089599
89,1.0897686
90,1.0896578
91,1.0896732
92,1.0895765
93,1.0896919
94,1.0886166
95,1.0897247
96,1.0895399
97,1.0870471
98,1.089437
99,1.0893713
100,1.0894133
101,1.0868591
102,1.0892433
103,1.0892806
104,1.0892979
105,1.0892075
106,1.0891522
107,1.0891033
108,1.0890127
109,1.0889642
110,1.0889994
111,1.0890126
112,1.0889556
113,1.0889504
114,1.0889076
115,1.0888232
116,1.0887734
117,1.0875227
118,1.0886892
119,1.0886635
120,1.0886687
121,1.0886708
122,1.088726
123,1.0886945
124,1.0884973
125,1.0884321
126,1.0884321
127,1.0885575
128,1.0847497
129,1.088181
130,1.0881619
131,1.0881579
132,1.0880581
133,1.0880051
134,1.0880955
135,1.0878831
136,1.0878501
137,1.0878181
138,1.0878104
139,1.087806
140,1.0864822
141,1.0877932
142,1.0876323
143,1.0876245
144,1.0876136
145,1.0875487
146,1.087509
147,1.0874233
148,1.0873042
149,1.0873833
150,1.0872726
151,1.0873523
152,1.087339
153,1.0871571
154,1.0872194
155,1.0871102
156,1.086972
157,1.0871599
158,1.0871891
159,1.0869832
160,1.0869446
161,1.0866882
162,1.0869284
