,capacity
0,0.0
1,1.0766174
2,1.0778389
3,1.0782866
4,1.0785322
5,1.078815
6,1.0790979
7,1.079365
8,1.0796471
9,1.0798281
10,1.0799509
11,1.0800897
12,1.0801984
13,1.080246
14,1.0803288
15,1.0803679
16,1.0804093
17,1.080431
18,1.0805185
19,1.0793597
20,1.0805745
21,1.080601
22,1.0805892
23,1.0805532
24,1.0804961
25,1.080523
26,1.0805455
27,1.0805706
28,1.0805888
29,1.0806071
30,1.0806296
31,1.0806595
32,1.080579
33,1.0806354
34,1.0806475
35,1.0806724
36,1.0795065
37,1.0806217
38,1.0806849
39,1.0806296
40,1.0805641
41,1.0805678
42,1.0793363
43,1.0805798
44,1.0806106
45,1.0805825
46,1.0805467
47,1.0805089
48,1.0805417
49,1.0806258
50,1.0809866
51,1.0812155
52,1.08136
53,1.0814593
54,1.0814824
55,1.0806218
56,1.0804564
57,1.0804476
58,1.0803986
59,1.0791701
60,1.0803664
61,1.0803154
62,1.080325
63,1.0803102
64,1.0802147
65,1.0789976
66,1.080229
67,1.080198
68,1.0801755
69,1.0801185
70,1.0801344
71,1.0800456
72,1.0800246
73,1.0800321
74,1.079996
75,1.0799905
76,1.0800084
77,1.0800189
78,1.0799643
79,1.0799282
80,1.0799061
81,1.0798888
82,1.0798492
83,1.0798322
84,1.0798583
85,1.0798529
86,1.0797451
87,1.0797307
88,1.0784783
89,1.079725
90,1.0796734
91,1.0796605
92,1.0796516
93,1.079632
94,1.0796607
95,1.0795755
96,1.079548
97,1.0795261
98,1.0794165
99,1.0794187
100,1.0794086
101,1.0793959
102,1.079318
103,1.07923
104,1.0793036
105,1.0792432
106,1.0791841
107,1.0791429
108,1.079103
109,1.0790957
110,1.0790955
111,1.0778213
112,1.0789979
113,1.0789233
114,1.078896
115,1.078867
116,1.0788124
117,1.077601
118,1.0787858
119,1.0787501
120,1.0786912
121,1.0786613
122,1.0786304
123,1.0786372
124,1.0785079
125,1.0784739
126,1.0784085
127,1.0784035
128,1.0783576
129,1.0782602
130,1.0782372
131,1.0782342
132,1.0781546
133,1.0781317
134,1.0780636
135,1.0780915
136,1.0779452
137,1.0779759
138,1.0779302
139,1.0779214
140,1.0767187
141,1.0779077
142,1.0778613
143,1.0777657
144,1.0777423
145,1.077672
146,1.0764712
147,1.0776389
148,1.077534
149,1.0775008
150,1.0774776
151,1.0774478
152,1.0774497
153,1.0773982
154,1.0773727
155,1.0772947
156,1.0772921
157,1.0772064
158,1.0771762
159,1.0770741
160,1.0770123
161,1.076973
162,1.0769291
163,1.076912
164,1.0770351
165,1.07713
166,1.0771524
167,1.0770481
168,1.0768381
169,1.0754797
170,1.0766021
171,1.0765949
172,1.0767286
173,1.0768362
174,1.0769055
175,1.0756657
176,1.0768206
177,1.0767105
178,1.0766451
179,1.0764498
180,1.0762452
181,1.0761869
182,1.07611
183,1.0761199
184,1.0760058
185,1.0759542
186,1.0759052
187,1.0758494
188,1.0758173
189,1.075772
190,1.0757595
191,1.075747
192,1.0758104
193,1.0759637
194,1.075974
195,1.0758436
196,1.0756357
197,1.0754513
198,1.0752941
199,1.0753665
200,1.0755494
201,1.0756997
202,1.0757464
203,1.0757518
204,1.0745063
205,1.0756636
206,1.0755925
207,1.0753777
208,1.0749979
209,1.0747987
210,1.0747396
211,1.0746589
212,1.0746102
213,1.0745344
214,1.0744841
215,1.0744075
216,1.0743247
217,1.0743036
218,1.0743333
219,1.0743153
220,1.0743469
221,1.0744729
222,1.0745702
223,1.0744274
224,1.0741256
225,1.0739499
226,1.0738581
227,1.0737809
228,1.0739471
229,1.0739998
230,1.0740391
231,1.0740682
232,1.0739841
233,1.0727144
234,1.073874
235,1.0737599
236,1.0734292
237,1.0733788
238,1.0732785
239,1.0720359
240,1.0731905
241,1.0730911
242,1.073
243,1.0729804
244,1.0729032
245,1.0728784
246,1.0728288
247,1.0728141
248,1.0728287
249,1.0729098
250,1.0729438
251,1.0728447
252,1.0726389
253,1.0724553
254,1.0723435
255,1.0723119
256,1.0723252
257,1.072469
258,1.0725406
259,1.072504
260,1.0724622
261,1.0724219
262,1.0723381
263,1.0722528
264,1.0719578
265,1.0717771
266,1.0716994
267,1.0716095
268,1.0703274
269,1.0714574
270,1.0713987
271,1.0713102
272,1.0712582
273,1.0711756
274,1.069894
275,1.0710093
276,1.0710118
277,1.0710388
278,1.0711011
279,1.0709938
280,1.0707905
281,1.0706848
282,1.0706097
283,1.0705148
284,1.0704987
285,1.0705665
286,1.0706912
287,1.0707153
288,1.070739
289,1.0707326
290,1.0706946
291,1.0706642
292,1.0703896
293,1.0700526
294,1.0698922
295,1.0698202
296,1.0697209
297,1.0696167
298,1.0695958
299,1.0695227
300,1.0694677
301,1.0693892
302,1.0693276
303,1.0680816
304,1.0692036
305,1.0691897
306,1.0691105
307,1.0690256
308,1.0689716
309,1.0688918
310,1.0688484
311,1.0687816
312,1.0687691
313,1.0687631
314,1.068748
315,1.0687542
316,1.0687703
317,1.0686604
318,1.0686097
319,1.0685928
320,1.0683936
321,1.0681224
322,1.0680531
323,1.0679466
324,1.0678802
325,1.0677958
326,1.0676979
327,1.0676924
328,1.0675576
329,1.0674634
330,1.0673851
331,1.0673009
332,1.0673434
333,1.067914
334,1.0682515
335,1.0683209
336,1.068217
337,1.0681379
338,1.0668404
339,1.0679275
340,1.068065
341,1.0682809
342,1.068405
343,1.068506
344,1.068614
345,1.0686111
346,1.0685937
347,1.068509
348,1.0683035
349,1.0679564
350,1.0676037
351,1.0673674
352,1.0671777
353,1.0670453
354,1.0669582
355,1.0668751
356,1.0667912
357,1.0667109
358,1.0666541
359,1.0665314
360,1.0664386
361,1.0663892
362,1.0664877
363,1.0664133
364,1.0662491
365,1.0661012
366,1.0660048
367,1.0646496
368,1.0658878
369,1.0659561
370,1.0660986
371,1.0661626
372,1.0661893
373,1.064979
374,1.0661482
375,1.066144
376,1.0660444
377,1.0656116
378,1.065455
379,1.0652623
380,1.0650321
381,1.0648894
382,1.0647843
383,1.0646961
384,1.0646099
385,1.0645535
386,1.0645182
387,1.0644056
388,1.0643331
389,1.0642999
390,1.0642267
391,1.0642054
392,1.0641191
393,1.0639615
394,1.0637788
395,1.063656
396,1.0635731
397,1.0637337
398,1.0635773
399,1.0638505
400,1.0636793
401,1.0636573
402,1.0625274
403,1.063574
