,capacity
0,1.0661006
1,1.0699497
2,1.070408
3,1.0724484
4,1.0726807
5,1.0730659
6,1.0734462
7,1.0722151
8,1.0737581
9,1.0738974
10,1.0738814
11,1.0741105
12,1.0743161
13,1.0743484
14,1.0744234
15,1.0746177
16,1.0745803
17,1.0747584
18,1.0745814
19,1.0747933
20,1.0749608
21,1.0748174
22,1.0748912
23,1.0749186
24,1.074766
25,1.0750711
26,1.075152
27,1.0751072
28,1.0752414
29,1.0752326
30,1.075193
31,1.0753047
32,1.0754257
33,1.0753088
34,1.0754694
35,1.0753876
36,1.0754496
37,1.0755777
38,1.0754328
39,1.0754977
40,1.0754697
41,1.0753983
42,1.0755249
43,1.0756372
44,1.0754224
45,1.0755439
46,1.0755175
47,1.0753746
48,1.0754993
49,1.0756546
50,1.0755442
51,1.0755851
52,1.0757483
53,1.0755858
54,1.0755595
55,1.0754421
56,1.0755301
57,1.0756568
58,1.0754158
59,1.0755231
60,1.0755721
61,1.0754743
62,1.0756048
63,1.0756773
64,1.0754104
65,1.0755397
66,1.0755343
67,1.0754247
68,1.0755247
69,1.0755028
70,1.0753814
71,1.0753952
72,1.0754023
73,1.0753983
74,1.0754374
75,1.0754184
76,1.0753644
77,1.0754677
78,1.0752325
79,1.0753266
80,1.0751963
81,1.07506
82,1.0751299
83,1.0751255
84,1.0750115
85,1.0751747
86,1.0752927
87,1.0750818
88,1.075142
89,1.0749315
90,1.0749515
91,1.0749127
92,1.0750819
93,1.0748826
94,1.0748317
95,1.0747396
96,1.0747508
97,1.0747689
98,1.0746076
99,1.074622
100,1.0745875
101,1.0744363
102,1.0745286
103,1.0744474
104,1.074263
105,1.0743203
106,1.074344
107,1.0742185
108,1.0742733
109,1.0742875
110,1.0741971
111,1.0742899
112,1.0742638
113,1.0740808
114,1.074
115,1.0741225
116,1.0739442
117,1.0739577
118,1.0736673
119,1.073667
120,1.0735826
121,1.073486
122,1.0736223
123,1.0735201
124,1.0733235
125,1.0733614
126,1.0733598
127,1.0731621
128,1.0731411
129,1.073059
130,1.0729605
131,1.0730455
132,1.0730816
133,1.0728297
134,1.0729052
135,1.0728602
136,1.0726992
137,1.0727164
138,1.0724899
139,1.0724601
140,1.0724312
141,1.0721995
142,1.0722827
143,1.0721859
144,1.0719355
145,1.0720482
146,1.0720466
147,1.0718035
148,1.0718999
149,1.0716988
150,1.0715394
151,1.0716242
152,1.0715551
153,1.0713805
154,1.0713675
155,1.0712162
156,1.0712097
157,1.071198
158,1.0710417
159,1.0710081
160,1.0708973
161,1.0706923
162,1.0708096
163,1.0706066
164,1.0703813
165,1.0704437
166,1.070336
167,1.0701927
168,1.0701591
169,1.0700758
170,1.0698977
171,1.0699631
172,1.0700405
173,1.06967
174,1.0696585
