,capacity
0,1.0683196
1,1.0726138
2,1.0743216
3,1.0750836
4,1.0759063
5,1.0763136
6,1.0765791
7,1.0769156
8,1.0770938
9,1.0772098
10,1.0775862
11,1.077744
12,1.0780275
13,1.0781708
14,1.0782464
15,1.0785023
16,1.0785329
17,1.0785908
18,1.0786543
19,1.0787399
20,1.0786786
21,1.0788608
22,1.0788493
23,1.0788157
24,1.079004
25,1.0789427
26,1.078987
27,1.0792722
28,1.0792689
29,1.0791322
30,1.0792506
31,1.0793028
32,1.079291
33,1.0793561
34,1.079478
35,1.0794764
36,1.0795783
37,1.0796385
38,1.0797004
39,1.0796462
40,1.0796427
41,1.0797952
42,1.0797124
43,1.0796756
44,1.0797867
45,1.079692
46,1.0795276
47,1.0796961
48,1.0796409
49,1.0796571
50,1.0798419
51,1.0798414
52,1.0798292
53,1.0798032
54,1.07965
55,1.0797601
56,1.0797741
57,1.0796458
58,1.0797385
59,1.0797503
60,1.0798105
61,1.0799755
62,1.0799433
63,1.0799019
64,1.0799154
65,1.0798248
66,1.079771
67,1.0799341
68,1.0798286
69,1.0797738
70,1.0798616
71,1.0797195
72,1.0797465
73,1.0798137
74,1.0798479
75,1.079998
76,1.0799241
77,1.0798265
78,1.0797788
79,1.0797144
80,1.0796318
81,1.0797585
82,1.0796727
83,1.0795945
84,1.0798135
85,1.0797365
86,1.079887
87,1.0798703
88,1.0797944
89,1.0795426
90,1.0796957
91,1.0795472
92,1.0796945
93,1.0796349
94,1.0795662
95,1.0795532
96,1.0794892
97,1.0795079
98,1.0796605
99,1.0795197
100,1.0793046
101,1.079386
102,1.0792632
103,1.0792519
104,1.0793445
105,1.0791892
106,1.0790368
107,1.0792915
108,1.0793278
109,1.0793104
110,1.0792956
111,1.0791155
112,1.079322
113,1.0791788
114,1.0791299
115,1.0790159
116,1.0789486
117,1.0787996
118,1.0789241
119,1.0787128
120,1.0786448
121,1.0787253
122,1.0786693
123,1.0786512
124,1.0786769
125,1.0784338
126,1.078279
127,1.0783622
128,1.078251
129,1.0782633
130,1.0782413
131,1.0782449
132,1.0782589
133,1.0782143
134,1.0782056
135,1.0782295
136,1.0781015
137,1.0779101
138,1.077999
139,1.0778055
140,1.0777311
141,1.0778178
142,1.0776592
143,1.077543
144,1.0776055
145,1.0774981
146,1.0774585
147,1.0774302
148,1.0773355
149,1.0772077
150,1.0771239
151,1.0771117
152,1.0770369
153,1.0769244
154,1.0769148
155,1.0768936
156,1.0768597
157,1.0767934
158,1.0767438
159,1.0766366
160,1.076471
161,1.0765406
162,1.0764439
163,1.0763838
164,1.0763061
165,1.0762242
166,1.0762496
167,1.0760792
168,1.0759917
169,1.0759468
170,1.0758177
171,1.0757275
172,1.0757737
173,1.0755279
174,1.0753657
175,1.0753331
176,1.075141
177,1.0751034
178,1.0751245
179,1.0750715
180,1.0750822
181,1.0749934
182,1.0748681
183,1.0747054
184,1.0747136
185,1.0746137
186,1.0744708
187,1.0743021
188,1.074175
189,1.0742109
190,1.0739673
191,1.073807
192,1.0737371
193,1.0735834
194,1.0734904
195,1.0735759
196,1.0733962
197,1.0731934
198,1.0731381
199,1.0729221
200,1.0728396
201,1.0727712
202,1.0726408
203,1.0725058
204,1.0724345
205,1.072275
206,1.0723509
207,1.0721419
208,1.0719148
209,1.0718999
210,1.0716547
211,1.0716724
212,1.0715417
213,1.0713427
214,1.0710647
215,1.0709907
216,1.070797
217,1.070681
218,1.0706468
219,1.0704293
220,1.0702486
221,1.0700697
222,1.0698998
223,1.0697718
224,1.0695735
225,1.0693439
226,1.069346
227,1.0691534
228,1.0691845
229,1.0690281
230,1.0687084
231,1.0686272
232,1.0685354
233,1.0683742
234,1.0681452
235,1.0678911
236,1.0675768
237,1.0674909
238,1.0672842
239,1.0670942
240,1.0669609
241,1.0667642
242,1.0664912
243,1.0665081
244,1.066175
245,1.0659816
246,1.0657742
247,1.0624238
248,1.0648651
249,1.0655856
250,1.0657567
251,1.065683
252,1.0657011
253,1.0655421
254,1.0653204
255,1.0652198
256,1.064981
257,1.0648922
258,1.0647528
259,1.0645517
260,1.0643401
261,1.0640017
262,1.0638452
263,1.0636597
264,1.0633434
265,1.0631268
266,1.0628892
267,1.0626811
268,1.0625817
269,1.0623561
270,1.0620195
271,1.0618241
272,1.061559
273,1.0612229
274,1.061094
275,1.0608232
276,1.060551
277,1.0601826
278,1.0598071
279,1.0594344
280,1.0593549
281,1.0590347
282,1.0586538
283,1.0585026
284,1.0580746
285,1.057637
286,1.0574862
287,1.057143
288,1.0568717
289,1.0565382
290,1.0561087
