,capacity
0,1.0500579
1,1.0514506
2,1.0520495
3,1.0526897
4,1.0531315
5,1.0534102
6,1.0533983
7,1.0535768
8,1.0535824
9,1.0536922
10,1.0537956
11,1.0536388
12,1.0536437
13,1.053717
14,1.0538285
15,1.0537403
16,1.0536934
17,1.0538383
18,1.0537512
19,1.0537277
20,1.0539393
21,1.0537816
22,1.0537179
23,1.053688
24,1.0538106
25,1.0535709
26,1.0536721
27,1.053867
28,1.0539819
29,1.054015
30,1.053897
31,1.0538788
32,1.0540558
33,1.0539687
34,1.0539619
35,1.0537838
36,1.0537058
37,1.053571
38,1.0537426
39,1.0537041
40,1.0537037
41,1.0538222
42,1.0536294
43,1.0535498
44,1.0534587
45,1.0534722
46,1.0534724
47,1.0535682
48,1.0534052
49,1.0534708
50,1.0536495
51,1.05365
52,1.053605
53,1.0534797
54,1.0533954
55,1.0534533
56,1.0533998
57,1.0533903
58,1.0533118
59,1.0532314
60,1.0531751
61,1.0531665
62,1.0530398
63,1.0531349
64,1.0531411
65,1.0530633
66,1.0530388
67,1.0528153
68,1.0529696
69,1.0528418
70,1.0528666
71,1.052591
72,1.052775
73,1.0527451
74,1.0524582
75,1.052524
76,1.0524704
77,1.0524164
78,1.0523586
79,1.0524787
80,1.0524284
81,1.0525256
82,1.0526227
83,1.052493
84,1.0526681
85,1.0523789
86,1.0523865
87,1.052448
88,1.0524895
89,1.0525787
90,1.0524834
91,1.0522468
92,1.0523028
93,1.0520445
94,1.0520326
95,1.0519284
96,1.0519971
97,1.0518842
98,1.0519078
99,1.0518515
100,1.0518453
101,1.0519266
102,1.0517164
103,1.0516977
104,1.0517049
105,1.051682
106,1.0516973
107,1.051669
108,1.0516968
109,1.0514834
110,1.0514467
111,1.0515145
112,1.0515181
113,1.0514742
114,1.0514878
115,1.0515561
116,1.0515778
117,1.0516136
118,1.0516484
119,1.0515255
120,1.05155
121,1.0514054
122,1.0514206
123,1.0514226
124,1.0513089
125,1.0513561
126,1.0510597
127,1.0512038
128,1.0510217
129,1.0509714
130,1.0509182
131,1.0508412
132,1.0508101
133,1.0507315
134,1.0506798
135,1.0505364
136,1.0505774
137,1.0505074
138,1.0504829
139,1.0504223
140,1.0502522
141,1.050167
142,1.0501519
143,1.0499713
144,1.0499935
145,1.0500425
146,1.0500048
147,1.049938
148,1.0499669
149,1.0500084
150,1.0500427
151,1.0500728
152,1.0501146
153,1.050074
154,1.0500076
155,1.0499976
156,1.0499732
157,1.0499471
158,1.0498706
159,1.0498549
160,1.0498435
161,1.0496415
162,1.0494721
163,1.0495257
164,1.0492864
165,1.04915
166,1.049103
167,1.0490853
168,1.0490707
169,1.0491595
170,1.0490222
171,1.0490432
172,1.0486743
173,1.0488093
174,1.0486815
175,1.0486851
176,1.04877
177,1.0487593
178,1.0486274
179,1.0486926
180,1.0485724
181,1.0484616
182,1.0485804
183,1.0481917
184,1.0481446
185,1.0482057
186,1.0480345
187,1.0480889
188,1.0479625
189,1.048041
190,1.0478284
191,1.0477173
192,1.0476887
193,1.0477756
194,1.0475131
195,1.0475335
196,1.0474439
197,1.0474167
198,1.0474488
199,1.0472606
200,1.0470854
201,1.0471735
202,1.0469627
203,1.0469772
204,1.0468885
205,1.0467134
206,1.0466378
207,1.0466419
208,1.0466344
209,1.046564
210,1.0465268
211,1.0465879
212,1.0466357
213,1.0465297
214,1.0464746
215,1.0465305
216,1.0464177
217,1.046386
218,1.0464225
219,1.0463401
220,1.0461353
221,1.0461552
222,1.0459511
223,1.0460987
224,1.0458422
225,1.045945
226,1.0458889
227,1.0457567
228,1.0457436
229,1.0456018
230,1.0456349
231,1.0455917
232,1.0454437
233,1.0454049
234,1.0454664
235,1.0452591
236,1.0452052
237,1.0450581
238,1.0450333
239,1.0449729
240,1.0449692
241,1.0448246
242,1.0448142
243,1.0446962
244,1.0445588
245,1.0444664
246,1.044524
247,1.0444659
248,1.0443991
249,1.0443503
250,1.0444384
251,1.0442816
252,1.0442218
253,1.0440948
254,1.0440673
255,1.044032
256,1.0439831
257,1.0438811
258,1.0436436
259,1.0437214
260,1.0435501
261,1.0435704
262,1.0435586
263,1.0436615
264,1.0434736
265,1.0434175
266,1.0433285
267,1.0432215
268,1.0433198
269,1.0431701
270,1.0430664
271,1.042961
272,1.0429814
273,1.0428975
274,1.0426971
275,1.0427223
276,1.0426359
277,1.0426239
278,1.0425271
279,1.0424885
280,1.0423936
281,1.042228
282,1.0423008
283,1.0421166
284,1.0419905
285,1.0418965
286,1.0419817
287,1.0418216
288,1.0417979
289,1.0417441
290,1.0417255
291,1.0415255
292,1.0414265
293,1.0413797
294,1.041226
295,1.0411541
296,1.041135
297,1.0409884
298,1.0409042
299,1.0409702
300,1.0408611
301,1.0409032
302,1.0405725
303,1.040594
304,1.0404752
305,1.0404111
306,1.0402143
307,1.0402045
308,1.0401392
309,1.04008
310,1.0401261
311,1.0400095
312,1.0399809
313,1.0398651
314,1.0397383
315,1.0397925
316,1.0396506
317,1.0395808
318,1.0393811
319,1.0393895
320,1.0394342
321,1.0395603
322,1.0393896
323,1.0392821
324,1.0390939
325,1.0389874
326,1.0388517
327,1.0388528
328,1.0390627
329,1.0386833
330,1.038658
331,1.0385523
332,1.0385362
333,1.0384399
334,1.0383501
335,1.0383607
336,1.0382613
337,1.0381312
338,1.0380851
339,1.0379682
340,1.0379671
341,1.0377679
342,1.0376552
343,1.0376675
344,1.0376115
345,1.037593
346,1.0375038
347,1.0374185
348,1.0373788
349,1.0372572
350,1.0372517
351,1.0370679
352,1.0369463
353,1.0369056
354,1.0369741
355,1.0368544
356,1.036853
357,1.0367799
358,1.0367101
359,1.0364975
360,1.036451
361,1.0364997
362,1.0363586
363,1.0362661
364,1.0362194
365,1.0360841
366,1.036018
367,1.0360792
368,1.0359561
369,1.035784
370,1.0355778
371,1.0355252
372,1.0355911
373,1.0354892
374,1.0353792
375,1.0353416
376,1.035134
377,1.0349649
378,1.0349653
379,1.0348008
380,1.0348446
381,1.0348669
382,1.0346882
383,1.0346563
384,1.0346677
385,1.034724
386,1.0345653
387,1.0345405
388,1.0344738
389,1.0341446
390,1.0342002
391,1.0341254
392,1.0341263
393,1.0340317
394,1.0341235
395,1.0339934
396,1.0339719
397,1.0338795
398,1.0337882
399,1.0336102
400,1.0337234
401,1.0336356
402,1.0335224
403,1.0335686
404,1.0334848
405,1.0332663
406,1.0333445
407,1.0331031
408,1.0331889
409,1.0329528
410,1.0329266
411,1.0328739
412,1.0329586
413,1.0327725
414,1.0327895
415,1.0325229
416,1.0325376
417,1.0324786
418,1.0323739
419,1.0323368
420,1.0321864
421,1.0321642
422,1.0321453
423,1.032167
424,1.0320281
425,1.0318362
426,1.0317847
427,1.0316876
428,1.0317026
429,1.0316216
430,1.0314062
431,1.0314223
432,1.0313962
433,1.0311931
434,1.0312563
435,1.0310631
436,1.0309868
437,1.0310134
438,1.030827
439,1.0307592
440,1.0307101
441,1.0306822
442,1.0303543
443,1.0303565
444,1.0303053
445,1.030239
446,1.0301514
447,1.0301613
448,1.0299937
449,1.0299318
450,1.0296463
451,1.0296199
452,1.029431
453,1.0294259
454,1.0293869
455,1.0292748
456,1.0293301
457,1.0290869
458,1.0289581
459,1.0289712
460,1.0288545
461,1.0285684
462,1.0286304
463,1.0283616
464,1.0282679
465,1.0279794
466,1.0280808
467,1.0278893
468,1.0277742
469,1.0276096
470,1.0275619
471,1.0273712
472,1.0271571
473,1.02706
474,1.0269912
475,1.026668
476,1.0265907
477,1.0265739
478,1.026603
479,1.0265076
480,1.0264202
481,1.0263677
482,1.0263712
483,1.0262134
484,1.0263213
485,1.0261616
486,1.0261606
487,1.0261496
488,1.0259249
489,1.0258238
490,1.0257423
491,1.0254955
492,1.0255243
493,1.0252653
494,1.025245
495,1.0250129
496,1.0249403
497,1.0248156
498,1.0246639
499,1.0245454
500,1.0245565
501,1.0243856
502,1.0243471
503,1.0241308
504,1.0240228
505,1.0239463
506,1.0238465
507,1.0237129
508,1.023791
509,1.0235255
510,1.0232528
511,1.0233443
512,1.0231493
513,1.0229523
514,1.0229496
515,1.0229287
516,1.022647
