,capacity
0,1.06918
1,1.0720705
2,1.072906
3,1.0736164
4,1.0713807
5,1.0715299
6,1.0713911
7,1.0683247
8,1.0691665
9,1.0690311
10,1.0661548
11,1.0671682
12,1.0671008
13,1.065123
14,1.0654278
15,1.0649443
16,1.0633978
17,1.0636888
18,1.0636046
19,1.0622864
20,1.0622791
21,1.0608637
22,1.0600287
23,1.0599813
24,1.0581433
25,1.0584524
26,1.0580263
27,1.0558233
28,1.0561647
29,1.0555041
30,1.0528004
31,1.0530196
32,1.0521433
33,1.0503032
34,1.0496054
35,1.0489888
36,1.047606
37,1.0473071
38,1.0465938
39,1.0452111
40,1.0443634
41,1.0423298
42,1.0418191
43,1.0405301
44,1.0385481
45,1.0385842
46,1.0378807
47,1.0350606
48,1.0351002
49,1.0343227
50,1.0317868
51,1.0317575
52,1.0308313
53,1.0283099
54,1.0282866
55,1.0272783
56,1.0251168
57,1.0246671
58,1.0230557
59,1.0211276
60,1.0205522
61,1.0196666
62,1.0179114
63,1.0168266
64,1.0155456
65,1.0143744
66,1.0137146
67,1.011659
68,1.0114341
69,1.0100087
70,1.0077927
71,1.0067354
72,1.0058074
73,1.0043355
74,1.0034976
75,1.0017611
76,1.0007124
77,0.99901861
78,0.99713719
79,0.99669188
80,0.99574018
81,0.99341726
82,0.99224716
83,0.99019659
84,0.98950928
85,0.98805606
86,0.98726642
87,0.98577863
88,0.98474896
89,0.98232132
90,0.98093843
91,0.98073393
92,0.97812665
93,0.97676796
94,0.97602016
95,0.97387618
96,0.97309619
97,0.97219306
98,0.96991605
99,0.96833885
100,0.96747518
101,0.96441042
102,0.96330339
103,0.96108299
104,0.96076882
105,0.95802236
106,0.95797193
107,0.95628482
108,0.9534288
109,0.95220685
110,0.94990844
111,0.94841623
112,0.94775879
113,0.94549698
114,0.94454384
115,0.9422465
116,0.94066435
117,0.93841559
118,0.93569565
119,0.93526524
120,0.93302715
121,0.9308883
122,0.92930353
123,0.9272812
124,0.92532563
125,0.92315042
126,0.92157185
127,0.91966844
128,0.91734153
129,0.91586995
130,0.91437954
131,0.91183668
132,0.90960598
133,0.90739644
134,0.90518647
135,0.903036
136,0.90091193
137,0.89890712
138,0.89681482
139,0.8940869
140,0.89198554
141,0.88974833
142,0.88833022
143,0.88595748
144,0.88417071
145,0.88222921
146,0.88045079
147,0.87843305
148,0.87697351
149,0.87488782
150,0.8723495
151,0.87041092
152,0.86836636
153,0.86621314
154,0.86328208
155,0.86114448
156,0.8591243
157,0.85624647
158,0.8542645
159,0.85194981
160,0.84988993
161,0.84694922
162,0.84490722
163,0.84227896
164,0.83917075
165,0.8371799
166,0.83494699
167,0.83204585
168,0.82919061
169,0.82657939
