,capacity
0,1.0653081
1,1.0664514
2,1.0671474
3,1.0678582
4,1.0681428
5,1.0684953
6,1.0686727
7,1.0687368
8,1.068858
9,1.0689212
10,1.0689521
11,1.0689653
12,1.0689611
13,1.069051
14,1.0690017
15,1.0580338
16,1.0613343
17,1.0630597
18,1.0644616
19,1.0652725
20,1.0659051
21,1.0663387
22,1.0666648
23,1.0670063
24,1.067179
25,1.0672332
26,1.067427
27,1.0674955
28,1.0676289
29,1.0675672
30,1.0676953
31,1.0676428
32,1.0675848
33,1.0676248
34,1.0676492
35,1.0676069
36,1.067543
37,1.067602
38,1.0676504
39,1.0676116
40,1.0676246
41,1.067564
42,1.0675288
43,1.06745
44,1.067521
45,1.067471
46,1.0673953
47,1.0674866
48,1.0674756
49,1.0674373
50,1.0675404
51,1.0674133
52,1.0673637
53,1.0673496
54,1.0673915
55,1.0673414
56,1.0672938
57,1.0673079
58,1.0673238
59,1.0672925
60,1.0660403
61,1.0674574
62,1.0673417
63,1.0673678
64,1.0672884
65,1.0672227
66,1.067166
67,1.0670605
68,1.0670279
69,1.0670121
70,1.066905
71,1.0668216
72,1.0668557
73,1.0668447
74,1.066898
75,1.0668824
76,1.0668155
77,1.0667804
78,1.0667894
79,1.066754
80,1.0666528
81,1.0666646
82,1.0666554
83,1.0666171
84,1.0666037
85,1.0666323
86,1.0667119
87,1.066689
88,1.0666127
89,1.0667094
90,1.066664
91,1.0667083
92,1.0665789
93,1.0667057
94,1.0667152
95,1.0666556
96,1.0666499
97,1.0665723
98,1.0665386
99,1.0664585
100,1.0664077
101,1.0663294
102,1.0663337
103,1.0663381
104,1.0662259
105,1.0662173
106,1.0661345
107,1.0661508
108,1.0660348
109,1.0660684
110,1.0659595
111,1.0658873
112,1.0658994
113,1.0658503
114,1.0658177
115,1.0657805
116,1.0656676
117,1.0657691
118,1.0658292
119,1.0659497
120,1.0659014
121,1.0659345
122,1.0659443
123,1.065948
124,1.0657281
125,1.0657315
126,1.0655975
127,1.0656327
128,1.0656245
129,1.0655444
130,1.0655838
131,1.0654862
132,1.0653918
133,1.0653731
134,1.0653486
135,1.0652641
136,1.0652666
137,1.0651714
138,1.0650849
139,1.0649709
140,1.0650245
141,1.0648924
142,1.0648829
143,1.0649168
144,1.0648018
145,1.0647501
146,1.0646842
147,1.0646558
148,1.0646808
149,1.0647172
150,1.0646681
151,1.064741
152,1.0647032
153,1.0647073
154,1.0646875
155,1.0646499
156,1.0644739
157,1.0645481
158,1.06444
159,1.0644921
160,1.0644182
161,1.0643553
162,1.06433
163,1.0642192
164,1.0642362
165,1.0642147
166,1.0641742
167,1.0641218
168,1.0641226
169,1.0639789
170,1.0640317
171,1.0640342
172,1.0638322
173,1.0637771
174,1.0636997
175,1.0636292
176,1.0636026
177,1.0635375
178,1.0634418
179,1.0634581
180,1.063403
181,1.0634497
182,1.0635036
183,1.063429
184,1.0634832
185,1.0634204
186,1.0634636
187,1.0634278
188,1.0633283
189,1.0633738
190,1.0633913
191,1.0633051
192,1.0634128
193,1.0632821
194,1.0632429
195,1.0632385
196,1.0631818
197,1.063171
198,1.0630567
199,1.0630046
200,1.0629753
201,1.0628541
202,1.0628803
203,1.0628622
204,1.0628173
205,1.0628257
206,1.0628067
207,1.0627697
208,1.0627116
209,1.0626159
210,1.0625722
211,1.0624968
212,1.0625097
213,1.0624104
