,capacity
0,0.0
1,1.0729513
2,1.0740083
3,1.0743377
4,1.0748016
5,1.0752445
6,1.0755045
7,1.0757922
8,1.0758859
9,1.0760679
10,1.0762513
11,1.0762966
12,1.0762979
13,1.0763566
14,1.0763847
15,1.0764545
16,1.0763295
17,1.0764014
18,1.0764349
19,1.0764062
20,1.0765978
21,1.0764546
22,1.0764669
23,1.0763685
24,1.0764109
25,1.0764616
26,1.0762899
27,1.0764073
28,1.0764263
29,1.0764024
30,1.0764285
31,1.0764402
32,1.0764104
33,1.0764136
34,1.0764508
35,1.0763664
36,1.0764438
37,1.0763403
38,1.0763632
39,1.076331
40,1.0763948
41,1.0762589
42,1.0762486
43,1.0762702
44,1.0761949
45,1.0762241
46,1.0761436
47,1.0760394
48,1.076129
49,1.0760677
50,1.0760459
51,1.07627
52,1.0763674
53,1.0764719
54,1.0764817
55,1.0763344
56,1.0759888
57,1.0759432
58,1.075785
59,1.0759119
60,1.0758703
61,1.0758303
62,1.0758239
63,1.0758431
64,1.0757375
65,1.075745
66,1.0755969
67,1.0756068
68,1.0756872
69,1.0757132
70,1.0757536
71,1.0756534
72,1.0756865
73,1.0755045
74,1.0754057
75,1.0753672
76,1.0755043
77,1.07543
78,1.0753604
79,1.0753833
80,1.0753365
81,1.0753317
82,1.0753582
83,1.0752735
84,1.0751479
85,1.07523
86,1.0750859
87,1.0751139
88,1.075088
89,1.0750206
90,1.0750302
91,1.0749986
92,1.0750014
93,1.0749421
94,1.0750118
95,1.0749726
96,1.0749719
97,1.0750294
98,1.0748731
99,1.0749754
100,1.0749282
101,1.0748146
102,1.0747757
103,1.0747582
104,1.0748779
105,1.074737
106,1.0746136
107,1.0747129
108,1.0745951
109,1.074423
110,1.0744972
111,1.0746019
112,1.0744694
113,1.0744219
114,1.0743833
115,1.0743161
116,1.0742052
117,1.0742038
118,1.0741141
119,1.0741625
120,1.0741335
121,1.0741147
122,1.0741652
123,1.0740638
124,1.0740284
125,1.074077
126,1.0739654
127,1.0739791
128,1.0738565
129,1.0738014
130,1.0737643
131,1.0737602
132,1.0737855
133,1.0737013
134,1.0736276
135,1.0735551
136,1.0734282
137,1.0734262
138,1.0733514
139,1.0733845
140,1.0732957
141,1.0733601
142,1.073275
143,1.0732602
144,1.0732327
145,1.0731528
146,1.0730155
147,1.0731791
148,1.0731765
149,1.0729282
150,1.0729046
151,1.0729685
152,1.0728692
153,1.0729032
154,1.072872
155,1.0727322
156,1.0727563
157,1.0726554
158,1.0726154
159,1.0725332
160,1.0723928
161,1.0723294
162,1.0724295
163,1.0722317
164,1.0722848
165,1.0722878
166,1.0723417
167,1.0724806
168,1.0724474
169,1.0723118
170,1.0721738
171,1.0720129
172,1.0719588
173,1.0718414
174,1.0720692
175,1.0721377
176,1.0722405
177,1.0720851
178,1.0719813
179,1.0714765
180,1.0718228
181,1.0716434
182,1.0715004
183,1.0713775
184,1.0713453
185,1.0713224
186,1.0712554
187,1.0711918
188,1.0709341
189,1.0709841
190,1.0710014
191,1.0709803
192,1.0709358
193,1.0709233
194,1.0710063
195,1.0710658
196,1.0710493
197,1.0709233
198,1.0707502
199,1.070524
200,1.0703242
201,1.0704802
202,1.0704564
203,1.070657
204,1.0708426
205,1.0708448
206,1.0703984
207,1.0706413
208,1.070081
209,1.0703027
210,1.0700098
211,1.0698811
212,1.0698079
213,1.0696996
214,1.0696554
215,1.0694668
216,1.0694975
217,1.0693201
218,1.0693339
219,1.0691695
220,1.0692993
221,1.069206
222,1.0693103
223,1.0688856
