,capacity
0,1.0673251
1,1.0680679
2,1.0686512
3,1.0690908
4,1.0695097
5,1.0697372
6,1.070027
7,1.0690362
8,1.0705024
9,1.0706047
10,1.0706613
11,1.0704181
12,1.0704712
13,1.0705544
14,1.0705639
15,1.0707361
16,1.0707296
17,1.0707607
18,1.0707055
19,1.0706683
20,1.0706711
21,1.0706277
22,1.0705918
23,1.0705801
24,1.0705342
25,1.070559
26,1.0705616
27,1.0705761
28,1.0706364
29,1.0705856
30,1.0705861
31,1.0705066
32,1.0705005
33,1.070603
34,1.0705688
35,1.0704516
36,1.0704551
37,1.0704347
38,1.0704385
39,1.0703977
40,1.0703399
41,1.0703086
42,1.0702537
43,1.0701889
44,1.0703039
45,1.0703425
46,1.0702895
47,1.0702072
48,1.0702119
49,1.0702467
50,1.0702596
51,1.0702225
52,1.0701998
53,1.0701648
54,1.0701308
55,1.0700663
56,1.0700768
57,1.0700758
58,1.0700166
59,1.0699824
60,1.0699836
61,1.0698494
62,1.0698774
63,1.0697865
64,1.0697767
65,1.0696595
66,1.0696206
67,1.0696295
68,1.0696925
69,1.0695763
70,1.069546
71,1.0695083
72,1.0694807
73,1.069755
74,1.0693966
75,1.0692534
76,1.0692121
77,1.069227
78,1.0692158
79,1.0692379
80,1.0691044
81,1.0690614
82,1.0691013
83,1.0690815
84,1.0691803
85,1.0691074
86,1.0690063
87,1.0689678
88,1.0688282
89,1.068763
90,1.0686929
91,1.0686871
92,1.0685586
93,1.0686289
94,1.0685267
95,1.0684707
96,1.0684577
97,1.0684443
98,1.0684358
99,1.0682998
100,1.0682771
101,1.0680743
102,1.0680513
103,1.0679379
104,1.0680051
105,1.0680156
106,1.0680723
107,1.0679946
108,1.0680346
109,1.0680084
110,1.0679035
111,1.0680001
112,1.0679108
113,1.0678356
114,1.0678958
115,1.0679324
116,1.0677934
117,1.0678054
118,1.0677311
119,1.0676125
120,1.0676193
121,1.0675068
122,1.067487
123,1.0673641
124,1.0673451
125,1.0672754
126,1.0671276
127,1.067066
128,1.0670598
129,1.0669621
130,1.0669402
131,1.0668768
132,1.0668992
133,1.0668268
134,1.0667641
135,1.0666697
136,1.0665871
137,1.0665905
138,1.0667058
139,1.0666502
140,1.0666051
141,1.0666071
142,1.0653406
143,1.0665743
144,1.0664667
145,1.0664375
146,1.066372
147,1.0663269
148,1.0661755
149,1.0661299
150,1.0661273
151,1.0661246
152,1.066044
153,1.0659239
154,1.0658983
155,1.065797
156,1.0656849
157,1.065707
158,1.0656374
159,1.065461
160,1.0653826
161,1.065352
162,1.0653162
163,1.0651668
164,1.0652105
165,1.0652649
166,1.0652429
167,1.0653044
168,1.0652556
169,1.0652221
170,1.0651331
171,1.0651958
172,1.0649977
173,1.0649679
174,1.064908
175,1.0649184
176,1.0648538
177,1.0648339
178,1.0647475
179,1.064541
180,1.0646498
181,1.0645461
182,1.0645055
183,1.0644388
184,1.0643761
185,1.0643204
186,1.0642591
187,1.0641562
188,1.0640548
189,1.0640182
190,1.0638566
191,1.0637944
192,1.0637658
193,1.0635648
194,1.0634725
195,1.0636002
196,1.0636072
197,1.0636797
198,1.0636051
199,1.0636089
200,1.0634885
201,1.0634593
202,1.0634079
203,1.0634081
204,1.0634061
205,1.0634375
206,1.0633633
207,1.0632725
208,1.0632454
209,1.0631793
210,1.0630647
211,1.0631102
212,1.0630385
213,1.062921
214,1.0629191
215,1.0629473
216,1.0629171
217,1.0628735
218,1.0627846
219,1.0626726
220,1.0626876
221,1.0626322
222,1.0624983
223,1.0623996
224,1.0623327
225,1.0623333
226,1.0622866
227,1.0622176
228,1.0621289
229,1.0620481
230,1.062121
231,1.0620522
232,1.0619985
233,1.0619739
234,1.0619215
235,1.0617648
236,1.0616536
237,1.0615109
238,1.0615563
239,1.0615113
240,1.0614631
241,1.0613717
242,1.0613647
243,1.0614034
244,1.0613624
245,1.0613263
246,1.0612602
247,1.0612109
248,1.0611326
249,1.0611527
250,1.0610473
251,1.0610309
252,1.0609008
253,1.0608246
254,1.0608647
255,1.0607713
256,1.0606509
257,1.0606298
258,1.0605681
259,1.0604835
260,1.0604074
261,1.060338
262,1.0603511
263,1.0603454
264,1.0601901
265,1.0601217
266,1.0600531
267,1.0599539
268,1.0599285
269,1.0598156
270,1.0597216
271,1.0597825
272,1.0597209
273,1.0596976
274,1.0596207
275,1.0594907
276,1.0594405
277,1.0593284
278,1.059312
279,1.0592394
280,1.0591987
281,1.0590765
282,1.0589976
283,1.058965
284,1.0588306
285,1.0588514
286,1.0587577
287,1.0587213
288,1.0586635
289,1.0586395
290,1.0585155
291,1.0584818
292,1.0583332
293,1.0583366
294,1.0583311
295,1.0581218
296,1.0580583
297,1.0579929
298,1.0579603
299,1.0579097
300,1.0578417
301,1.0577917
302,1.0576644
303,1.0575134
304,1.057489
305,1.0573642
306,1.0573708
307,1.05729
308,1.0572034
309,1.0571706
310,1.0570987
311,1.057104
312,1.0569197
313,1.0568655
314,1.0567914
315,1.0566581
316,1.0566013
317,1.0564327
318,1.0564551
319,1.0563565
320,1.0562901
321,1.0561701
322,1.0560883
323,1.0559403
324,1.0559497
325,1.0559325
326,1.055827
327,1.0557227
328,1.055545
329,1.0555104
330,1.0555346
331,1.055437
332,1.0553805
333,1.0552316
334,1.0551255
335,1.0550332
336,1.054957
337,1.0549273
338,1.0547972
339,1.0548269
340,1.0546743
341,1.0545825
342,1.0544811
343,1.054423
344,1.0543599
345,1.0542207
346,1.0541803
347,1.0540485
348,1.0540012
349,1.0539299
350,1.0537853
351,1.0537581
352,1.0536402
353,1.0535198
354,1.0534834
355,1.0534016
356,1.0532709
357,1.0532902
358,1.0532014
359,1.0531676
360,1.0531573
361,1.0530633
362,1.0529467
363,1.0528471
364,1.0527563
365,1.0527034
366,1.0526232
367,1.0525892
368,1.0524501
369,1.0523894
370,1.0523554
371,1.0522988
372,1.0509865
373,1.0520998
374,1.052066
375,1.0519062
376,1.0519328
377,1.0517162
378,1.0517517
379,1.0516086
380,1.0515131
381,1.0514899
382,1.051417
383,1.0513089
384,1.0512176
385,1.0510736
386,1.0509863
387,1.0508831
388,1.0508213
389,1.0507016
390,1.0506452
391,1.0505379
392,1.0505273
393,1.0504507
394,1.0502948
395,1.0501577
396,1.0501406
397,1.0500082
398,1.0499876
399,1.0498382
400,1.0498035
401,1.0497576
402,1.049685
403,1.0495661
404,1.049475
405,1.0493498
406,1.0491968
407,1.049191
408,1.04904
409,1.0489881
410,1.0488696
411,1.0487186
412,1.0486811
413,1.0485426
414,1.0485578
415,1.0484868
416,1.0483437
417,1.0482683
418,1.0482283
419,1.0480548
420,1.047999
421,1.0479167
422,1.0478376
423,1.0477068
424,1.0476731
425,1.0474983
426,1.0473742
427,1.0473582
428,1.047217
429,1.0470874
430,1.0470827
431,1.0469356
432,1.0468606
433,1.0466365
434,1.0466166
435,1.0465065
436,1.0464548
437,1.0462462
438,1.0461364
439,1.0459137
440,1.0458572
441,1.0456796
442,1.0455805
443,1.0453866
444,1.0452894
445,1.0452355
446,1.0451859
447,1.0451012
448,1.0449983
449,1.0450507
450,1.0448843
451,1.0448592
452,1.0446762
453,1.0446602
454,1.0445529
455,1.0444804
456,1.0443076
457,1.0442088
458,1.044068
459,1.0439698
460,1.0438651
461,1.0437376
462,1.0436459
463,1.0435495
464,1.0433857
465,1.0432178
466,1.0418835
467,1.0430264
468,1.0429162
469,1.0428045
470,1.0426947
471,1.0425628
472,1.0424541
473,1.04232
474,1.0422219
475,1.04206
476,1.0419267
477,1.0418357
478,1.0416659
479,1.0416032
480,1.0414951
481,1.0413916
482,1.0412544
483,1.0411223
484,1.0409818
485,1.0408993
486,1.0407799
487,1.0406735
488,1.0405664
489,1.040369
490,1.0401895
491,1.0400583
492,1.0399488
493,1.0397801
494,1.0396664
495,1.0396099
496,1.0394166
497,1.0392877
498,1.039091
499,1.0389785
500,1.0387961
501,1.0386192
502,1.0384108
503,1.0381802
504,1.0381166
505,1.0379485
506,1.0377393
507,1.0375909
508,1.0374649
509,1.0373302
510,1.0372061
511,1.0370477
512,1.0369743
513,1.0368907
514,1.0367417
515,1.0366021
516,1.0364237
517,1.0362734
518,1.0360994
519,1.036029
520,1.0358635
521,1.0356935
522,1.035579
523,1.0353279
524,1.035221
525,1.0350248
526,1.0348775
527,1.0347286
528,1.0345981
529,1.0343677
530,1.0341743
531,1.0340185
532,1.0338863
533,1.0336634
534,1.0335139
535,1.0333334
536,1.0331204
537,1.0329006
538,1.0327574
539,1.0325979
540,1.0324033
541,1.0322855
542,1.032069
543,1.0319163
544,1.0317147
545,1.0315489
546,1.0313193
547,1.0311413
548,1.0310307
549,1.0308135
550,1.0306435
551,1.0304191
552,1.0303221
553,1.0301611
554,1.0299712
555,1.0298445
556,1.0296654
557,1.0295007
558,1.0292542
559,1.0291473
560,1.028981
561,1.028828
562,1.0285616
563,1.0284858
564,1.0282235
565,1.0280268
566,1.0278641
567,1.0276583
568,1.0274183
569,1.0271881
570,1.0269548
571,1.0267431
572,1.0265669
573,1.026413
574,1.026186
575,1.0259739
576,1.0256945
577,1.0255712
578,1.0253719
579,1.025167
580,1.0249807
581,1.0247623
582,1.0245727
583,1.0244263
584,1.0241557
585,1.0239464
586,1.0238159
587,1.0235604
588,1.0233082
589,1.0230502
590,1.0228267
591,1.0226152
592,1.0224607
593,1.0221397
594,1.02195
595,1.0217576
596,1.0214931
597,1.0212404
598,1.0210084
599,1.020764
600,1.0205768
601,1.0203066
602,1.0200448
603,1.0197833
604,1.0195578
605,1.0193847
606,1.0190808
607,1.0188358
608,1.0186348
609,1.0183897
610,1.0181485
611,1.0178959
612,1.0176851
613,1.0173969
614,1.0171069
615,1.0168602
616,1.0166085
617,1.0163585
618,1.0161391
619,1.0159216
620,1.0156027
621,1.0152787
622,1.0150414
623,1.0147278
624,1.0144228
625,1.0141997
626,1.0139616
627,1.0136775
628,1.0134428
629,1.0131062
630,1.012822
631,1.0125322
632,1.0122476
633,1.0119599
634,1.0117229
635,1.0114658
636,1.0111693
637,1.010879
638,1.0105777
639,1.0103103
640,1.0100473
641,1.0097404
642,1.0094513
643,1.0090938
644,1.0088629
645,1.0084587
646,1.0081528
647,1.0078527
648,1.0075591
649,1.0071605
650,1.0067172
651,1.0065441
652,1.0061215
653,1.0058465
654,1.0055611
655,1.0052027
656,1.0048867
657,1.0044562
658,1.0041013
659,1.0037222
660,1.0034082
661,1.0030795
662,1.0027511
663,1.0023665
664,1.0020134
665,1.0016116
666,1.0012892
667,1.0008578
668,1.0004958
669,1.0000972
670,0.99975353
671,0.99936438
672,0.99900812
673,0.99858582
674,0.99818408
675,0.99780208
676,0.99741292
677,0.99699283
678,0.99665928
679,0.99624854
680,0.9958173
681,0.99542761
682,0.99499899
683,0.99451286
684,0.99411148
685,0.99369007
686,0.99322951
687,0.99278075
688,0.99231005
689,0.99182671
690,0.99144542
691,0.99092793
692,0.99048489
693,0.9899835
694,0.98946083
695,0.98898625
696,0.98848259
697,0.9879331
698,0.98743886
699,0.98686785
700,0.98631114
701,0.98583627
702,0.98524916
703,0.98468441
704,0.98410439
705,0.9835391
706,0.98292315
707,0.98236287
708,0.98174667
709,0.98118597
710,0.98056644
711,0.97994339
712,0.97926795
713,0.9787358
714,0.97803813
715,0.97745955
716,0.97682321
