,capacity
0,1.0758885
1,1.079052
2,1.0797886
3,1.0819074
4,1.0819733
5,1.0825555
6,1.0830439
7,1.0813658
8,1.0831547
9,1.0834111
10,1.0831406
11,1.0836747
12,1.0840653
13,1.0839046
14,1.0841446
15,1.0842453
16,1.0842352
17,1.0846167
18,1.0842136
19,1.0845537
20,1.08482
21,1.0844122
22,1.0844398
23,1.0846616
24,1.0841373
25,1.0847658
26,1.084987
27,1.0845143
28,1.0849357
29,1.0849138
30,1.0844572
31,1.0848217
32,1.0850089
33,1.0846977
34,1.0847999
35,1.0847485
36,1.0850208
37,1.0853667
38,1.0850898
39,1.0851872
40,1.0852333
41,1.0847449
42,1.0850996
43,1.0853616
44,1.0846997
45,1.0851992
46,1.0852696
47,1.084475
48,1.0849899
49,1.0851756
50,1.0848111
51,1.0851403
52,1.0852855
53,1.0849204
54,1.0851614
55,1.0849849
56,1.0848702
57,1.0851666
58,1.0847183
59,1.0850896
60,1.0853574
61,1.0848736
62,1.0850739
63,1.0852332
64,1.0848804
65,1.0852727
66,1.0853571
67,1.0849464
68,1.0853773
69,1.085596
70,1.0850478
71,1.0852959
72,1.0853983
73,1.0851543
74,1.0853807
75,1.0850782
76,1.0850681
77,1.0852569
78,1.0848564
79,1.0850519
80,1.0851837
81,1.0845877
82,1.0848485
83,1.0849564
84,1.0847567
85,1.0850812
86,1.0850836
87,1.0847332
88,1.085017
89,1.0851585
90,1.0847137
91,1.0849869
92,1.0845398
93,1.0846945
94,1.0849093
95,1.0844147
96,1.0845975
97,1.0847591
98,1.0844604
99,1.0847911
100,1.084754
101,1.0841062
102,1.0845401
103,1.084663
104,1.0838969
105,1.0844374
106,1.0844901
107,1.0840049
108,1.0843801
109,1.0844864
110,1.0842721
111,1.0845102
112,1.0843811
113,1.0842168
114,1.0844226
115,1.0839109
116,1.083703
117,1.0841511
118,1.0836222
119,1.0839498
120,1.0840254
121,1.0824112
122,1.0839362
123,1.0841
124,1.0835556
125,1.083703
126,1.0823905
127,1.0834106
128,1.0836544
129,1.0836501
130,1.0834736
131,1.0823617
132,1.0834932
133,1.083563
134,1.0837749
135,1.0832245
136,1.0822302
137,1.0834692
138,1.0829779
139,1.083305
140,1.0833696
141,1.0815233
142,1.0829788
143,1.0831602
144,1.0826273
145,1.0830201
146,1.0818232
147,1.0826457
148,1.0829628
149,1.0825964
150,1.0824989
151,1.0814232
152,1.0822476
153,1.082455
154,1.0825788
155,1.0820036
156,1.081265
157,1.0825757
158,1.0821838
159,1.0823832
160,1.0825678
161,1.080635
162,1.0822637
163,1.0821965
164,1.0817826
165,1.0820763
166,1.0818812
167,1.0815974
168,1.0818411
169,1.0815817
170,1.0817221
171,1.0818835
172,1.0814532
173,1.0816227
174,1.0815548
175,1.0810653
176,1.0814478
177,1.0814912
178,1.0809318
179,1.0812243
180,1.0810388
181,1.0809697
182,1.0812019
183,1.0811858
184,1.0807748
185,1.0808535
186,1.0807587
187,1.0808228
188,1.0809811
189,1.0806592
190,1.0809236
191,1.0805868
192,1.0801696
193,1.0804369
194,1.0806336
195,1.0799342
196,1.0803777
197,1.0800968
198,1.0796552
199,1.0799725
200,1.0800401
201,1.0794821
202,1.0796051
203,1.0796741
204,1.0795192
205,1.0797964
206,1.0796533
207,1.0794845
208,1.0796206
209,1.0793562
210,1.0794103
211,1.0794004
212,1.0789492
213,1.0791538
214,1.0792272
215,1.0785197
216,1.0787655
217,1.0787139
218,1.0783188
219,1.078607
220,1.0786065
221,1.0782053
222,1.078331
223,1.0784507
224,1.0780424
225,1.078119
226,1.0778973
227,1.0778292
228,1.0779791
229,1.0775123
230,1.0777634
231,1.0779434
232,1.0772617
233,1.0775479
234,1.0775809
235,1.0768749
236,1.0772997
237,1.0771408
238,1.076625
239,1.0768679
240,1.0766969
241,1.0764785
242,1.0766655
243,1.0764357
244,1.0763339
245,1.07646
246,1.076225
247,1.072365
248,1.0737457
249,1.0739483
250,1.0743099
251,1.074474
252,1.0742809
253,1.0744253
254,1.0743306
255,1.0740604
256,1.0742557
257,1.0743494
258,1.0738726
259,1.0742218
260,1.0741332
261,1.0738506
262,1.0739917
263,1.0738353
264,1.0734408
265,1.0735983
266,1.0733894
267,1.0733047
268,1.0735577
269,1.0732677
270,1.0732491
271,1.0733894
272,1.0729066
273,1.0730646
274,1.0731726
275,1.0726037
276,1.0727181
277,1.0720823
278,1.0721548
279,1.0724375
280,1.0723848
281,1.0719255
282,1.0707859
283,1.0717417
284,1.0716277
285,1.0715975
286,1.071179
287,1.0699852
288,1.071134
289,1.0707818
290,1.0710111
291,1.0709713
292,1.0692445
293,1.0707237
294,1.0705832
295,1.0699902
296,1.0700752
297,1.0685842
298,1.0695962
299,1.0696894
300,1.0694536
301,1.0694211
302,1.0681648
303,1.068908
304,1.0685496
305,1.0684476
306,1.0682763
307,1.0672841
308,1.0683368
309,1.067731
310,1.0677818
311,1.0675725
312,1.0670626
313,1.0671172
314,1.0668192
315,1.0666264
316,1.0667489
317,1.0665067
318,1.0663257
319,1.0661718
320,1.0657839
321,1.0657495
322,1.0654346
323,1.0651292
324,1.0651768
325,1.0649805
326,1.064442
327,1.0645504
328,1.0640585
329,1.0638427
330,1.0639783
331,1.0636251
332,1.0634212
333,1.063154
334,1.0626093
335,1.062541
336,1.0623599
337,1.0618868
338,1.0617701
339,1.0617387
340,1.0612987
341,1.0614045
342,1.0612046
343,1.060407
344,1.0604053
345,1.0601691
346,1.0597318
347,1.0598274
348,1.0594246
349,1.0590054
350,1.0590158
351,1.0584053
352,1.0579983
353,1.0579853
354,1.0575116
355,1.0572529
356,1.0572768
357,1.0563636
358,1.0564128
359,1.0561899
360,1.0553607
361,1.0554477
362,1.0549505
363,1.0546132
364,1.0542731
365,1.0539838
366,1.0536855
367,1.0536778
368,1.052412
369,1.052591
370,1.052502
371,1.0517592
372,1.0516998
373,1.0514575
374,1.0505328
375,1.0506048
376,1.0503669
377,1.0494386
378,1.0485458
379,1.0488271
380,1.0483676
381,1.0481544
382,1.0476618
383,1.0469044
384,1.045861
385,1.0458778
386,1.0455226
387,1.0450145
388,1.0446283
389,1.0444473
390,1.0440181
391,1.0432503
392,1.0431199
393,1.0424435
394,1.0415961
395,1.0414289
396,1.0408852
397,1.0401934
398,1.0396842
399,1.0390447
400,1.038522
401,1.0381978
402,1.0373155
403,1.0369177
404,1.0365461
405,1.0355132
406,1.0348488
407,1.0345474
408,1.0337868
409,1.0329862
410,1.0322202
411,1.0315709
412,1.0311388
413,1.030515
414,1.0296926
415,1.0293169
416,1.0281547
417,1.0276369
418,1.0271432
419,1.0259054
420,1.0256311
421,1.0234729
422,1.0237098
423,1.0230409
424,1.0222538
425,1.0212882
426,1.0194895
427,1.0198929
428,1.0189091
429,1.0181971
430,1.0169448
431,1.0150477
432,1.0155149
433,1.0142412
434,1.0135615
435,1.012886
436,1.0103968
437,1.0108966
438,1.0100051
439,1.0085526
440,1.0078965
441,1.0068711
442,1.004805
443,1.0045756
444,1.0030454
445,1.0016111
446,1.0004314
447,0.99963188
448,0.99858421
449,0.99735022
450,0.99557382
451,0.99489468
452,0.99365777
453,0.99192649
454,0.99048871
455,0.98925525
456,0.98727489
457,0.98634851
458,0.98511332
459,0.98329264
460,0.98191255
461,0.98040009
462,0.97855145
463,0.97716528
464,0.97573256
465,0.97424024
466,0.97254419
467,0.97072548
468,0.96926928
469,0.96763843
470,0.96573633
471,0.96446776
472,0.96312362
473,0.96043205
474,0.95929843
475,0.95750022
476,0.95396507
477,0.95400727
478,0.95205933
479,0.95074606
480,0.94911903
481,0.94687659
482,0.94574314
483,0.94401234
484,0.94228381
485,0.94038695
486,0.93868077
487,0.93715608
488,0.93513161
489,0.93339485
490,0.93150544
491,0.92968619
492,0.92788613
493,0.92622405
494,0.92430925
495,0.92255676
496,0.92068958
497,0.91895115
498,0.91718644
499,0.9152475
500,0.91361064
501,0.91179109
502,0.90862721
503,0.90770817
504,0.90627009
505,0.90454406
506,0.90294874
507,0.90116584
508,0.89914417
509,0.89729124
510,0.89565939
511,0.89385378
512,0.89196521
513,0.89026803
514,0.88846785
515,0.88663888
516,0.88492811
517,0.88327456
518,0.88100803
519,0.87966013
520,0.87787634
521,0.87572777
522,0.87387824
523,0.87141144
524,0.86988258
525,0.86803442
