,capacity
0,1.0712371
1,1.0748166
2,1.0761782
3,1.0769182
4,1.0771992
5,1.0775176
6,1.0777869
7,1.0781029
8,1.0784619
9,1.0786763
10,1.0787464
11,1.0789499
12,1.0791595
13,1.0793219
14,1.0793502
15,1.0795259
16,1.0796255
17,1.079762
18,1.0799924
19,1.0800585
20,1.0801665
21,1.0801507
22,1.0802536
23,1.0802596
24,1.0802562
25,1.0803931
26,1.0804796
27,1.0805751
28,1.0805042
29,1.0805447
30,1.0805362
31,1.0805176
32,1.0806663
33,1.0806483
34,1.0806355
35,1.0807997
36,1.0808938
37,1.0810505
38,1.0811744
39,1.081203
40,1.0812128
41,1.081182
42,1.0811807
43,1.0811529
44,1.0812879
45,1.0812675
46,1.0813184
47,1.0812534
48,1.081242
49,1.0813301
50,1.0813913
51,1.0813384
52,1.0815421
53,1.0813969
54,1.0813705
55,1.0814337
56,1.0812883
57,1.0813586
58,1.0814142
59,1.081425
60,1.0814432
61,1.0815012
62,1.081611
63,1.0815185
64,1.0815239
65,1.0815573
66,1.0815459
67,1.0816178
68,1.0815479
69,1.0816313
70,1.0815172
71,1.0814899
72,1.0816054
73,1.0816345
74,1.0816252
75,1.081674
76,1.081579
77,1.081467
78,1.0815558
79,1.0815105
80,1.0814751
81,1.0814099
82,1.0814111
83,1.0814619
84,1.0815513
85,1.0816386
86,1.0814474
87,1.0814445
88,1.0813912
89,1.0816427
90,1.0814601
91,1.0815498
92,1.081427
93,1.0814228
94,1.0813018
95,1.0812436
96,1.0812217
97,1.0812155
98,1.0812975
99,1.081265
100,1.0813749
101,1.0800351
102,1.0812342
103,1.0811359
104,1.0811142
105,1.0811371
106,1.0799721
107,1.0810624
108,1.0810173
109,1.0811652
110,1.0811262
111,1.0799739
112,1.0811104
113,1.0809895
114,1.080785
115,1.0809362
116,1.0796782
117,1.0808666
118,1.0808243
119,1.0807147
120,1.0807312
121,1.0795246
122,1.0807279
123,1.0806968
124,1.0807083
125,1.0805612
126,1.0794266
127,1.0805411
128,1.0804743
129,1.0803238
130,1.0803995
131,1.0790631
132,1.0804344
133,1.0803748
134,1.0802053
135,1.0802866
136,1.0801297
137,1.0801507
138,1.0800165
139,1.0800797
140,1.0800303
141,1.0799432
142,1.0799315
143,1.0798922
144,1.0799084
145,1.0797709
146,1.079841
147,1.0797905
148,1.0796676
149,1.0796086
150,1.0796561
151,1.0795375
152,1.0794753
153,1.079406
154,1.07925
155,1.0793433
156,1.0792656
157,1.0791773
158,1.079221
159,1.0791252
160,1.0790656
161,1.0790194
162,1.0789088
163,1.0788709
164,1.078862
165,1.0787184
166,1.0787282
167,1.0786272
168,1.0785129
169,1.0784978
170,1.078485
171,1.0784413
172,1.0783879
173,1.0782285
174,1.0781599
175,1.0781364
176,1.0781691
177,1.0780277
178,1.0779448
179,1.0778354
180,1.077803
181,1.0778314
182,1.0777345
183,1.0777421
184,1.0776157
185,1.0774778
186,1.077475
187,1.077397
188,1.0772938
189,1.0772426
190,1.0771524
191,1.0770631
192,1.0770115
193,1.0769689
194,1.0769969
195,1.0768366
196,1.0767657
197,1.0766189
198,1.0765384
199,1.0764258
200,1.0763731
201,1.0762992
202,1.0761893
203,1.0762621
204,1.0761793
205,1.0761176
206,1.0760767
207,1.0758809
208,1.0757511
209,1.0756915
210,1.075654
211,1.0754572
212,1.0753857
213,1.0752125
214,1.0751094
215,1.0749705
216,1.0748854
217,1.0748696
218,1.0748105
219,1.0746847
220,1.0746512
221,1.0744846
222,1.0742649
223,1.0741968
224,1.074069
225,1.0739104
226,1.0738711
227,1.0738026
228,1.0736214
229,1.0735902
230,1.0732168
231,1.0733302
232,1.0732154
233,1.0730218
234,1.0729802
235,1.0715617
236,1.0727494
237,1.072665
238,1.0724709
239,1.0722034
240,1.070864
241,1.0720019
242,1.0719383
243,1.0718664
244,1.0717429
245,1.0702419
246,0.94319415
247,1.0682921
248,1.0696343
249,1.0699419
250,1.0700547
251,1.0700766
252,1.0700519
253,1.0699445
254,1.0699587
255,1.0697765
256,1.0696968
257,1.0696785
258,1.069559
259,1.0694159
260,1.0693386
261,1.0692003
262,1.0689611
263,1.0688285
264,1.068719
265,1.0685254
266,1.0685273
267,1.0684483
268,1.068315
269,1.068197
270,1.0680726
271,1.0679704
272,1.0678123
273,1.0676413
274,1.0674666
275,1.0672337
276,1.0669706
277,1.0669057
278,1.0666883
279,1.0664949
280,1.0663581
281,1.0662075
282,1.066031
283,1.0658514
284,1.0655751
285,1.0654368
286,1.0651928
287,1.0650647
288,1.0648023
289,1.0646062
290,1.0643878
291,1.0643107
292,1.0641879
293,1.0639046
294,1.0637835
295,1.0634905
296,1.0632703
297,1.0631517
298,1.0628394
299,1.0626417
300,1.0623956
301,1.0621351
302,1.0619689
303,1.0616659
304,1.0613997
305,1.0612053
306,1.0610667
307,1.0607973
308,1.060587
309,1.0603118
310,1.0599743
311,1.0597183
312,1.0594082
313,1.0591292
314,1.0589291
315,1.0586879
316,1.0583812
317,1.0582221
318,1.0579089
319,1.0576707
320,1.0574157
321,1.0567442
322,1.0567087
323,1.0564531
324,1.0561017
325,1.0558498
326,1.0543251
327,1.0551689
328,1.054855
329,1.0545354
330,1.0542041
331,1.0527412
332,1.0535976
333,1.0531443
334,1.0527241
335,1.0523808
336,1.0508264
337,1.0516427
338,1.0513037
339,1.0509108
340,1.0506306
341,1.0490497
342,1.0498517
343,1.0495228
344,1.0491401
345,1.0485816
346,1.0469688
347,1.0478317
348,1.047219
349,1.0467823
350,1.046351
351,1.0458465
352,1.045357
353,1.0449479
354,1.0444186
355,1.043911
356,1.0433927
357,1.0428263
358,1.0423023
359,1.0418034
360,1.0412774
361,1.0408809
362,1.0402169
363,1.039753
364,1.0392331
365,1.038649
366,1.038013
367,1.0375433
368,1.0368394
369,1.0362446
370,1.0356725
371,1.0351002
372,1.0343829
373,1.0337789
374,1.0331173
375,1.0324447
376,1.0317538
377,1.0311251
378,1.0304004
379,1.0296979
380,1.0289041
381,1.0282342
382,1.0273818
383,1.026623
384,1.0258483
385,1.0250994
386,1.0243406
387,1.0235326
388,1.022714
389,1.0219318
390,1.021026
391,1.0201659
392,1.0192202
393,1.0183007
394,1.0172938
395,1.0163602
396,1.0153286
397,1.0143361
398,1.0132792
399,1.0121984
400,1.0109262
401,1.0101613
402,1.0091515
403,1.007998
404,1.0067489
405,1.0044386
406,1.0044241
407,1.0032216
408,1.0020849
409,1.0008152
410,0.99834621
411,0.99828696
412,0.99698979
413,0.99567056
414,0.99442226
415,0.99295658
416,0.99159455
417,0.99022478
418,0.98886997
419,0.98739952
420,0.98590374
421,0.98442811
422,0.98296136
423,0.98130184
424,0.97976637
425,0.97803849
426,0.97651207
427,0.97460037
428,0.97324622
429,0.97193587
430,0.96985012
431,0.96832293
432,0.96695644
433,0.96494395
434,0.96331114
435,0.96181881
436,0.96009713
437,0.95837343
438,0.95695889
439,0.95511013
440,0.95318174
441,0.95135283
442,0.94920957
443,0.94767416
444,0.94565088
445,0.94394207
446,0.94187397
447,0.94011509
448,0.93813515
449,0.93656075
450,0.93439519
451,0.93253917
452,0.93064469
453,0.9288519
454,0.92675781
455,0.92477572
456,0.92261314
457,0.92099363
458,0.91899627
459,0.91708696
460,0.9149853
461,0.91299224
462,0.9112469
463,0.90900779
464,0.90709871
465,0.90397048
466,0.90327585
467,0.90098339
468,0.89914912
469,0.89718622
470,0.89465475
471,0.893022
472,0.89109242
473,0.88895446
474,0.88690603
475,0.88490993
476,0.882909
477,0.87982124
478,0.87853813
479,0.87629962
480,0.87395877
481,0.87194294
482,0.86988014
483,0.86773092
484,0.86553949
485,0.86341244
486,0.85989666
487,0.85891521
488,0.85646766
489,0.85444802
490,0.85179144
491,0.84973603
492,0.84732652
493,0.84432483
494,0.84302598
495,0.84063524
496,0.83804399
497,0.83589208
498,0.83367395
499,0.83137786
500,0.829005
501,0.8266471
