,capacity
0,1.0713947
1,1.0745209
2,1.0763631
3,1.0771495
4,1.0769193
5,1.0774249
6,1.077756
7,1.0774397
8,1.0778421
9,1.0779557
10,1.0777309
11,1.0779287
12,1.0780791
13,1.077867
14,1.0779884
15,1.0779542
16,1.0779382
17,1.0780809
18,1.0775136
19,1.0778863
20,1.0780296
21,1.0775284
22,1.0777373
23,1.0777969
24,1.0772327
25,1.077683
26,1.0776073
27,1.07734
28,1.0776042
29,1.0776398
30,1.0773485
31,1.0773146
32,1.0773382
33,1.077148
34,1.0772147
35,1.0769569
36,1.0771517
37,1.0772362
38,1.0767977
39,1.0770319
40,1.0769571
41,1.0763978
42,1.0766069
43,1.0767026
44,1.0762701
45,1.0765254
46,1.0765537
47,1.076086
48,1.0762075
49,1.0762296
50,1.0760707
51,1.0760555
52,1.0759212
53,1.0757895
54,1.0757251
55,1.075219
56,1.07541
57,1.0756119
58,1.0751024
59,1.0752947
60,1.0752494
61,1.0747839
62,1.0749952
63,1.0749929
64,1.0747622
65,1.0749315
66,1.0748588
67,1.0746067
68,1.0746129
69,1.0745972
70,1.0743848
71,1.0743686
72,1.073989
73,1.074154
74,1.0740712
75,1.0735642
76,1.0737661
77,1.073632
78,1.0732596
79,1.0735173
80,1.0734749
81,1.0730087
82,1.0731345
83,1.0731298
84,1.0728513
85,1.0730476
86,1.0727642
87,1.072666
88,1.0725718
89,1.0727103
90,1.0724
91,1.0724738
92,1.0718275
93,1.0720614
94,1.0718997
95,1.0713781
96,1.0716852
97,1.0716221
98,1.0711476
99,1.0714235
100,1.0715706
101,1.0709707
102,1.0710962
103,1.0709875
104,1.0706673
105,1.0707437
106,1.0707957
107,1.0704664
108,1.0704057
109,1.0703082
110,1.0702916
111,1.070392
112,1.0697861
113,1.0698758
114,1.0697861
115,1.0693969
116,1.0695386
117,1.0695163
118,1.0689796
119,1.0691663
120,1.0691702
121,1.0687798
122,1.0688944
123,1.0688304
124,1.0685835
125,1.0686238
126,1.0686145
127,1.0683887
128,1.0683116
129,1.0678149
130,1.0679497
131,1.0678848
132,1.0674592
133,1.0675787
134,1.0675765
135,1.0670047
136,1.0672364
137,1.0672687
138,1.0667479
139,1.0669669
140,1.0667403
141,1.0663719
142,1.0665313
143,1.0663993
144,1.0662056
145,1.0661495
146,1.0661114
147,1.0658989
148,1.0658396
149,1.0652682
150,1.0654922
151,1.0653816
152,1.0649593
153,1.0651041
154,1.0651472
155,1.0642734
156,1.0648347
157,1.0647748
158,1.0643241
159,1.0644243
160,1.0642971
161,1.0640346
162,1.0640419
163,1.0640082
164,1.063786
165,1.0637226
166,1.0634637
167,1.0633554
168,1.0633779
169,1.0628994
170,1.0631236
171,1.0631555
172,1.0625011
173,1.0628453
174,1.062817
175,1.0622338
176,1.0622936
177,1.0621862
178,1.0619084
179,1.0620011
180,1.0619844
181,1.0616534
182,1.0617234
183,1.0613844
184,1.0612909
185,1.0614133
186,1.0607018
187,1.0609334
188,1.0608847
189,1.0603685
190,1.0606283
191,1.060564
192,1.0599141
193,1.0601635
194,1.0600138
195,1.0596389
196,1.0598158
197,1.0596983
198,1.0594267
199,1.0593536
200,1.0591875
201,1.0589917
202,1.0589535
203,1.0585216
204,1.0585794
205,1.0585274
206,1.0580449
207,1.0582857
208,1.0581341
209,1.0576495
210,1.0578703
211,1.0579654
212,1.0573227
213,1.0574888
214,1.0572451
215,1.0570194
216,1.056947
217,1.0568099
218,1.0565454
219,1.0565566
220,1.0563571
221,1.0562706
222,1.0561745
223,1.0557888
224,1.0558369
225,1.0557413
226,1.0553393
227,1.0555155
228,1.0554041
229,1.0548763
230,1.0551044
231,1.0549402
232,1.0545038
233,1.0546081
234,1.0543921
235,1.0541506
236,1.054177
237,1.0541637
238,1.0537233
239,1.0536381
240,1.0533143
241,1.0533222
242,1.0532255
243,1.0527463
244,1.0529276
245,1.0527364
246,1.052264
247,1.0501547
248,1.0506573
249,1.0503902
250,1.0507129
251,1.0508924
252,1.0505347
253,1.0507975
254,1.049732
255,1.0503762
256,1.0505877
257,1.050635
258,1.0501927
259,1.0503893
260,1.0503789
261,1.050017
262,1.0500025
263,1.0500743
264,1.0496898
265,1.0496463
266,1.0491817
267,1.0492815
268,1.0493217
269,1.0488219
270,1.0489264
271,1.0489128
272,1.0484046
273,1.0485228
274,1.0485117
275,1.0480636
276,1.0482287
277,1.0481361
278,1.0477582
279,1.0476794
280,1.0475131
281,1.0473287
282,1.0473392
283,1.0467637
284,1.0468673
285,1.0467834
286,1.046213
287,1.0462264
288,1.0462021
289,1.0457677
290,1.045849
291,1.0457791
292,1.0453447
293,1.0453469
294,1.0452549
295,1.0448852
296,1.0448835
297,1.0445858
298,1.044337
299,1.0443548
300,1.0437783
301,1.043882
302,1.0438175
303,1.0431499
304,1.0431918
305,1.043034
306,1.0426875
307,1.0426524
308,1.0425061
309,1.0420734
310,1.0420454
311,1.0416735
312,1.0415754
313,1.0414392
314,1.0410031
315,1.0410019
316,1.0407943
317,1.0403365
318,1.040377
319,1.0401288
320,1.0397276
321,1.0397958
322,1.0394788
323,1.0391524
324,1.0390774
325,1.0375202
326,1.0385818
327,1.0384551
328,1.0378239
329,1.0378611
330,1.0378139
331,1.0370878
332,1.0370542
333,1.0369742
