,capacity
0,1.0757267
1,1.079723
2,1.0813317
3,1.0823284
4,1.0828061
5,1.0830075
6,1.0832825
7,1.0834986
8,1.0836346
9,1.0838825
10,1.0839164
11,1.0839732
12,1.0842119
13,1.0844001
14,1.0844959
15,1.0847001
16,1.0847306
17,1.0846863
18,1.0848259
19,1.0848091
20,1.0849268
21,1.0849379
22,1.0849128
23,1.0849514
24,1.0849916
25,1.0850732
26,1.0851115
27,1.085093
28,1.0851033
29,1.0851352
30,1.0850896
31,1.084977
32,1.0850343
33,1.0849892
34,1.0849582
35,1.0850841
36,1.0851407
37,1.0851526
38,1.0853698
39,1.0853401
40,1.0853218
41,1.0852215
42,1.0851089
43,1.0850319
44,1.0850581
45,1.0850377
46,1.0851365
47,1.0849729
48,1.0848767
49,1.0849304
50,1.0850617
51,1.084918
52,1.0849766
53,1.0848541
54,1.0847428
55,1.0846862
56,1.0845791
57,1.0845106
58,1.0846379
59,1.0845264
60,1.0845456
61,1.0845819
62,1.0845395
63,1.0844445
64,1.084494
65,1.0845039
66,1.0844005
67,1.0844756
68,1.0843055
69,1.0843523
70,1.0842713
71,1.0841227
72,1.084131
73,1.0841076
74,1.0840576
75,1.0840862
76,1.0840168
77,1.0837516
78,1.0838044
79,1.0836705
80,1.0836344
81,1.0835415
82,1.083475
83,1.0834562
84,1.0835433
85,1.0836146
86,1.0833679
87,1.0833589
88,1.0832365
89,1.0834857
90,1.0832434
91,1.0832901
92,1.083127
93,1.0830309
94,1.0828745
95,1.0828515
96,1.0827326
97,1.0826309
98,1.0826507
99,1.0825431
100,1.0826522
101,1.0824422
102,1.0823197
103,1.0821311
104,1.0820886
105,1.0819787
106,1.082049
107,1.0819767
108,1.0818708
109,1.0819204
110,1.0818217
111,1.0818226
112,1.0817486
113,1.0815784
114,1.0812646
115,1.0813545
116,1.0812584
117,1.0811867
118,1.0810776
119,1.080851
120,1.0807786
121,1.0807757
122,1.0806763
123,1.0805644
124,1.080519
125,1.0802358
126,1.0804057
127,1.0802171
128,1.0801064
129,1.0800095
130,1.0799325
131,1.0797198
132,1.0798476
133,1.0797808
134,1.0794215
135,1.0794342
136,1.0793182
137,1.0792116
138,1.0791523
139,1.0790424
140,1.0789427
141,1.0787678
142,1.0787004
143,1.0786477
144,1.0785017
145,1.0782591
146,1.0782799
147,1.0781446
148,1.0778828
149,1.0778842
150,1.0777547
151,1.0776036
152,1.0774504
153,1.0773755
154,1.0770854
155,1.0759358
156,1.0771315
157,1.0768615
158,1.0768832
159,1.076684
160,1.0765936
161,1.0765407
162,1.0763601
163,1.0761651
164,1.0762014
165,1.075918
166,1.0759107
167,1.0757897
168,1.0755391
169,1.07548
170,1.0753284
171,1.0751768
172,1.0751724
173,1.0748845
174,1.0746288
175,1.0745674
176,1.0745075
177,1.074417
178,1.0742998
179,1.0740963
180,1.0740198
181,1.0739561
182,1.0737269
183,1.0736599
184,1.0735662
185,1.0732921
186,1.0732899
187,1.0731648
188,1.0730166
189,1.0728698
190,1.0726711
191,1.0724629
192,1.0723894
193,1.0723127
194,1.0722492
195,1.0721014
196,1.0718544
197,1.0716722
198,1.0715265
199,1.0713801
200,1.0712721
201,1.0711032
202,1.0709238
203,1.0709352
204,1.0708457
205,1.0707527
206,1.0705575
207,1.0703112
208,1.0702182
209,1.070127
210,1.0700356
211,1.0697039
212,1.0695739
213,1.0693201
214,1.0692973
215,1.0690472
216,1.0688837
217,1.0688809
218,1.0686747
219,1.0684756
220,1.0684783
221,1.0681976
222,1.0679468
223,1.0678688
224,1.067665
225,1.0675291
226,1.0673921
227,1.0672082
228,1.0669749
229,1.0669944
230,1.0667614
231,1.0665522
232,1.0664421
233,1.0661621
234,1.0662818
235,1.0659995
236,1.0658473
237,1.0656546
238,1.0654277
239,1.0650998
240,1.0650333
241,1.0648978
242,1.0647831
243,1.0646596
244,1.0643685
245,1.0640265
246,0.94565272
247,1.0605826
248,1.0624685
249,1.0627117
250,1.0628616
251,1.0628253
252,1.062734
253,1.0627275
254,1.0626019
255,1.0624352
256,1.0622746
257,1.0622017
258,1.0621392
259,1.0620288
260,1.0617476
261,1.0616159
262,1.0614884
263,1.0613664
264,1.0611349
265,1.0609487
266,1.0607905
267,1.0606486
268,1.0605922
269,1.0604254
270,1.0602652
271,1.0601257
272,1.0598941
273,1.0597248
274,1.059648
275,1.0594578
276,1.0592598
277,1.058897
278,1.0587425
279,1.0585326
280,1.0584202
281,1.0582974
282,1.0581088
283,1.0579118
284,1.0576957
285,1.0573901
286,1.0572292
287,1.0570152
288,1.0568603
289,1.0565993
290,1.0564286
291,1.0563076
292,1.0560774
293,1.0558963
294,1.0556796
295,1.0555089
296,1.0553659
297,1.0551226
298,1.0548625
299,1.0546933
300,1.0543503
301,1.0541098
302,1.0538801
303,1.0535859
304,1.0533308
305,1.0532116
306,1.0528926
307,1.0526606
308,1.0526103
309,1.0521318
310,1.0517806
311,1.0516083
312,1.051312
313,1.0511603
314,1.0508578
315,1.0505629
316,1.0504621
317,1.0501927
318,1.0498241
319,1.0496393
320,1.0492997
321,1.0489379
322,1.048793
323,1.0484588
324,1.0481493
325,1.0478921
326,1.0475731
327,1.0471405
328,1.0469936
329,1.0466796
330,1.0463347
331,1.0461816
332,1.0458394
333,1.0454005
334,1.0451355
335,1.0448172
336,1.0445484
337,1.0441623
338,1.0438218
339,1.0435463
340,1.0433403
341,1.0430187
342,1.0426989
343,1.042431
344,1.0421711
345,1.0416998
346,1.0413826
347,1.0410891
348,1.0406388
349,1.0402941
350,1.0400081
351,1.0395505
352,1.0391423
353,1.0388879
354,1.0384766
355,1.0380898
356,1.0377446
357,1.0373005
358,1.036849
359,1.0366079
360,1.0360327
361,1.0357988
362,1.0355378
363,1.0352231
364,1.0349969
365,1.0346802
366,1.0342866
367,1.0338019
368,1.0334707
369,1.0330565
370,1.0326251
371,1.0321907
372,1.0319244
373,1.0313947
374,1.0309139
375,1.0305178
376,1.0301322
377,1.0296848
378,1.0293543
379,1.0289475
380,1.0284001
381,1.0279063
382,1.0274554
383,1.0270065
384,1.0264426
385,1.0259603
386,1.0255296
387,1.025169
388,1.02467
389,1.0241375
390,1.0236657
391,1.0231848
392,1.0225788
393,1.0220627
394,1.0214963
395,1.0210257
396,1.0204854
397,1.0198685
398,1.0193204
399,1.0186543
400,1.0181118
401,1.0175925
402,1.0170288
403,1.0164419
404,1.0157082
405,1.015074
406,1.0144501
407,1.0137964
408,1.0131396
409,1.0124421
410,1.0118496
411,1.0113004
412,1.0106337
413,1.009874
414,1.0092505
415,1.0086348
416,1.0079086
417,1.0071785
418,1.0064223
419,1.005622
420,1.0049821
421,1.0038769
422,1.003407
423,1.002648
424,1.0018927
425,1.0011042
426,1.0001941
427,0.99928516
428,0.99843419
429,0.9976083
430,0.99667686
431,0.99573046
432,0.99472129
433,0.99386853
434,0.99309379
435,0.99198872
436,0.99085224
437,0.98992842
438,0.98900503
439,0.98787165
440,0.98676038
441,0.9860056
442,0.98483312
443,0.98346311
444,0.98269111
445,0.9813562
446,0.98041064
447,0.97888136
448,0.97821605
449,0.97693145
450,0.97544181
451,0.97420788
452,0.97287619
453,0.97215229
454,0.97049731
455,0.96949381
456,0.9682585
457,0.96697479
458,0.96523023
459,0.96391159
460,0.96278906
461,0.96180898
462,0.9602797
463,0.9587881
464,0.95762229
465,0.95609736
466,0.95441246
467,0.95301563
468,0.95168567
469,0.95045573
470,0.94881809
471,0.94724244
472,0.94577271
473,0.94427884
474,0.94251496
475,0.94094986
476,0.93930858
477,0.93784213
478,0.93644977
479,0.93474066
480,0.93331188
481,0.93145317
482,0.929717
483,0.92812139
484,0.92666906
485,0.92511094
486,0.9233281
487,0.92170674
488,0.92023253
489,0.91814381
490,0.91691291
491,0.91525954
492,0.91333437
493,0.91185939
494,0.90993685
495,0.90830737
496,0.90669417
497,0.90513635
498,0.90292102
499,0.90155333
500,0.89964277
501,0.89805466
502,0.89636773
503,0.89459223
504,0.89248782
505,0.89102006
506,0.88907099
507,0.88742244
508,0.88559896
509,0.88390219
510,0.88222122
511,0.88061917
512,0.87897825
513,0.87718976
514,0.87522084
515,0.87335396
516,0.87156606
517,0.8695814
518,0.86771363
519,0.86586106
520,0.8640095
521,0.86208898
522,0.86022812
523,0.85839093
524,0.85646403
525,0.85455924
526,0.85252607
527,0.85044754
528,0.84810126
529,0.84605396
530,0.84473383
531,0.84284759
532,0.84080017
533,0.83897203
534,0.83685023
535,0.83501136
536,0.83241701
537,0.83105546
538,0.82883263
539,0.82699382
