,capacity
0,0.0
1,1.0778366
2,1.0789613
3,1.0795897
4,1.0801555
5,1.0804064
6,1.080685
7,1.0807978
8,1.080914
9,1.0810486
10,1.0811299
11,1.0811639
12,1.0812281
13,1.0812478
14,1.0812968
15,1.0812578
16,1.0813031
17,1.0813153
18,1.0813152
19,1.0813514
20,1.0813408
21,1.0813305
22,1.0813515
23,1.0813745
24,1.0812387
25,1.0812483
26,1.0812505
27,1.0812807
28,1.0813103
29,1.0812517
30,1.0812395
31,1.0812634
32,1.0812385
33,1.081282
34,1.0812666
35,1.0812351
36,1.0812566
37,1.0812696
38,1.0812503
39,1.0812559
40,1.081242
41,1.0811476
42,1.0811515
43,1.0811298
44,1.0810924
45,1.0810984
46,1.0810492
47,1.0810244
48,1.0810045
49,1.080977
50,1.0810436
51,1.0812874
52,1.0814766
53,1.0816311
54,1.0816567
55,1.0816463
56,1.0810215
57,1.0808626
58,1.0808454
59,1.0807967
60,1.0807858
61,1.080772
62,1.080734
63,1.0808103
64,1.0806695
65,1.0806384
66,1.0806123
67,1.080584
68,1.0805349
69,1.0804456
70,1.0804278
71,1.0804051
72,1.0803767
73,1.0803533
74,1.0803205
75,1.0802592
76,1.0802605
77,1.0802188
78,1.0801952
79,1.0801467
80,1.0801034
81,1.0800568
82,1.0800389
83,1.0799866
84,1.0799601
85,1.0799618
86,1.079965
87,1.0798899
88,1.0798346
89,1.0797598
90,1.079743
91,1.0796899
92,1.079644
93,1.0796245
94,1.0795826
95,1.0795473
96,1.0795412
97,1.0794775
98,1.0794117
99,1.0793804
100,1.0793387
101,1.0792978
102,1.0792741
103,1.0792534
104,1.0792322
105,1.0791035
106,1.0791141
107,1.0790796
108,1.0789913
109,1.0789045
110,1.0789328
111,1.0789417
112,1.0788803
113,1.0788572
114,1.0788326
115,1.0787823
116,1.0774834
117,1.0786434
118,1.0786297
119,1.0785967
120,1.0785698
121,1.0785524
122,1.0785276
123,1.0785294
124,1.0784796
125,1.0784074
126,1.0783349
127,1.078274
128,1.0781925
129,1.0781649
130,1.078089
131,1.0780556
132,1.0780114
133,1.0779699
134,1.0779198
135,1.0778691
136,1.0777919
137,1.0777051
138,1.0776356
139,1.0776445
140,1.0775752
141,1.0775673
142,1.0775349
143,1.0775403
144,1.0774621
145,1.0773923
146,1.0773321
147,1.0761144
148,1.077306
149,1.0772272
150,1.0771562
151,1.0771083
152,1.0770942
153,1.0770655
154,1.0770167
155,1.0769784
156,1.0769444
157,1.0768945
158,1.0768467
159,1.0768178
160,1.0767123
161,1.0766991
162,1.0766244
163,1.0765612
164,1.076543
165,1.0765374
166,1.0765797
167,1.076707
168,1.0766685
169,1.0765326
170,1.0763788
171,1.0762448
172,1.0761383
173,1.0761019
174,1.076219
175,1.0762818
176,1.076334
177,1.0763028
178,1.0762541
179,1.0761679
180,1.0760622
181,1.0758898
182,1.0756757
183,1.0755635
184,1.0755172
185,1.075441
186,1.0754088
187,1.0753284
188,1.0752766
189,1.0752383
190,1.0751467
191,1.0750824
192,1.0750629
193,1.0750496
194,1.0750872
195,1.0751865
196,1.075211
197,1.0751156
198,1.0749395
199,1.0747597
200,1.0746175
201,1.0745993
202,1.0747715
203,1.0749308
204,1.0750072
205,1.0750148
206,1.0749788
207,1.0749289
208,1.0748056
209,1.0746504
210,1.0742933
211,1.0740792
212,1.0740107
213,1.0739325
214,1.0738717
215,1.0737838
216,1.073723
217,1.073493
218,1.0735425
219,1.073498
220,1.0735052
221,1.0734892
222,1.0735549
223,1.0735974
224,1.0736527
225,1.0735384
226,1.0733075
227,1.0730891
228,1.0730306
229,1.0728877
230,1.0729538
231,1.0729992
232,1.0730863
233,1.0730772
234,1.0730382
235,1.0729578
236,1.072863
237,1.0727549
238,1.0724915
239,1.0723693
240,1.0723499
241,1.0722494
242,1.0721619
243,1.0720611
244,1.0718877
245,1.0718797
246,1.0718168
247,1.0717514
248,1.0717322
249,1.0716642
250,1.0716509
251,1.0717241
252,1.0717949
253,1.0716878
254,1.0714893
255,1.0712954
256,1.071161
257,1.0710633
258,1.0710531
259,1.0711387
260,1.071182
261,1.071155
262,1.0711694
263,1.0710313
264,1.0709939
265,1.0709341
266,1.070649
267,1.0703813
268,1.070346
269,1.0702697
270,1.0698632
271,1.0700572
272,1.0698597
273,1.0698614
274,1.0698019
275,1.0697442
276,1.0695986
277,1.069607
278,1.069506
279,1.0695469
280,1.0693046
281,1.0694658
282,1.0693302
283,1.0691819
284,1.0691367
285,1.0690175
286,1.0689729
287,1.0690001
288,1.0690383
289,1.0690669
290,1.0691062
291,1.0690918
292,1.0689654
293,1.0689547
294,1.0688099
295,1.0683281
296,1.0682465
297,1.0681409
298,1.0680643
299,1.0679518
300,1.0679176
301,1.0665776
302,1.067735
303,1.067621
304,1.0675294
305,1.0674328
306,1.0673544
307,1.0672345
308,1.0671986
309,1.0671096
310,1.0670666
311,1.0669916
312,1.0665143
313,1.0667703
314,1.0666481
315,1.0666176
316,1.0666217
317,1.0665756
318,1.066408
319,1.0663295
320,1.0662644
321,1.066283
322,1.0662472
323,1.0657712
324,1.0656731
325,1.0657213
326,1.065636
327,1.0655257
328,1.0654231
329,1.065323
330,1.0652423
331,1.065125
332,1.0638188
333,1.0648109
334,1.0647926
335,1.065087
336,1.0654788
337,1.0654422
338,1.0652692
339,1.0654423
340,1.06476
341,1.0649492
342,1.0651944
343,1.0651776
344,1.0653064
345,1.0655928
346,1.0656023
347,1.0654328
348,1.0655589
349,1.0651692
350,1.0652002
351,1.064732
352,1.0648276
353,1.0643513
354,1.0642364
355,1.0638297
356,1.0639948
357,1.0633368
358,1.0634203
359,1.0636348
360,1.0633848
361,1.0632336
362,1.0631096
363,1.0620304
364,1.063114
365,1.0622804
366,1.0626913
367,1.0627165
368,1.0627187
369,1.0623734
370,1.0623423
371,1.0621868
372,1.0620998
373,1.0623139
374,1.0623524
375,1.0625376
376,1.0626111
377,1.0624126
378,1.062493
379,1.0618037
380,1.061787
381,1.0613586
382,1.0613867
383,1.0609761
384,1.0609498
385,1.0601623
386,1.0608193
387,1.0604208
388,1.0602305
389,1.0598857
390,1.0599853
391,1.060213
392,1.0601069
393,1.0599355
394,1.0599128
395,1.0597924
