,capacity
0,0.0
1,1.0799223
2,1.0813154
3,1.082234
4,1.0827312
5,1.0830303
6,1.0833386
7,1.083684
8,1.0837147
9,1.0837817
10,1.0839587
11,1.0880535
12,1.0858102
13,1.0857648
14,1.0855526
15,1.0855418
16,1.085543
17,1.0856423
18,1.0855848
19,1.0855571
20,1.0855353
21,1.0855669
22,1.0855838
23,1.0857264
24,1.0858061
25,1.0858525
26,1.0858128
27,1.0857804
28,1.0857626
29,1.0857949
30,1.0858704
31,1.0857939
32,1.0858334
33,1.0858121
34,1.085746
35,1.0857704
36,1.0857365
37,1.0857095
38,1.0857694
39,1.0857872
40,1.0858465
41,1.0858839
42,1.0858977
43,1.0859399
44,1.0860239
45,1.0859478
46,1.085932
47,1.0860084
48,1.0858871
49,1.0858485
50,1.085833
51,1.0857935
52,1.0857363
53,1.0857573
54,1.0857081
55,1.0857319
56,1.0858471
57,1.0858817
58,1.0858759
59,1.0859101
60,1.0858313
61,1.0857759
62,1.0857108
63,1.085923
64,1.086134
65,1.0862314
66,1.0862148
67,1.0856748
68,1.08556
69,1.0855246
70,1.0855196
71,1.0856328
72,1.0856695
73,1.0857404
74,1.0856586
75,1.0856991
76,1.0856384
77,1.0855706
78,1.0855303
79,1.0854447
80,1.0853778
81,1.0853372
82,1.085281
83,1.0851364
84,1.0851827
85,1.0851971
86,1.0852234
87,1.0852056
88,1.0852865
89,1.085299
90,1.0852487
91,1.0853715
92,1.0852418
93,1.0852273
94,1.0852255
95,1.08509
96,1.0851239
97,1.0850123
98,1.0849537
99,1.0849404
100,1.0849447
101,1.0849578
102,1.0849718
103,1.084981
104,1.0851059
105,1.0849565
106,1.0849079
107,1.0848944
108,1.0848737
109,1.0847815
110,1.0847218
111,1.084612
112,1.0845947
113,1.0845439
114,1.0844989
115,1.0845442
116,1.0845171
117,1.0844411
118,1.0844105
119,1.0845937
120,1.0846987
121,1.0846695
122,1.084641
123,1.0845835
124,1.0844946
125,1.0844939
126,1.0845144
127,1.0844651
128,1.0844644
129,1.0844282
130,1.0844687
131,1.0844334
132,1.0843452
133,1.0841988
134,1.0842357
135,1.0841705
136,1.084155
137,1.0841643
138,1.0842218
139,1.0841625
140,1.0841635
141,1.0841109
142,1.0840343
143,1.0839545
144,1.0838717
145,1.0839056
146,1.0839182
147,1.0839571
148,1.0839593
149,1.0839598
150,1.0837967
151,1.0836318
152,1.0836512
153,1.083616
154,1.0836091
155,1.0835862
156,1.0835845
157,1.0835835
158,1.0836748
159,1.0836439
160,1.0836015
161,1.0836121
162,1.0835544
163,1.0834684
164,1.0834323
165,1.0833755
166,1.0832872
167,1.0832012
168,1.0832188
169,1.0832297
170,1.0832256
171,1.0834041
172,1.0834444
173,1.0833941
174,1.0832394
175,1.0831283
176,1.083111
177,1.0830775
178,1.0831956
179,1.0833586
180,1.0833983
181,1.0833951
182,1.0833685
183,1.0832517
184,1.0831751
185,1.082966
186,1.0830148
