,capacity
0,1.0665728
1,1.0674551
2,1.0682849
3,1.0687084
4,1.0690936
5,1.069415
6,1.0697305
7,1.0699873
8,1.0702369
9,1.0704191
10,1.0704424
11,1.0705919
12,1.0705655
13,1.0704837
14,1.0706061
15,1.0706449
16,1.0707958
17,1.0708847
18,1.0707641
19,1.0708299
20,1.0708976
21,1.070961
22,1.0708232
23,1.0707259
24,1.0708826
25,1.0707502
26,1.0709372
27,1.0711445
28,1.0713712
29,1.071273
30,1.0711744
31,1.0712644
32,1.0712545
33,1.0711246
34,1.0711483
35,1.0711002
36,1.0710839
37,1.0710198
38,1.0709572
39,1.0710604
40,1.0710026
41,1.0709615
42,1.0709077
43,1.0708535
44,1.0706104
45,1.0707922
46,1.0707623
47,1.0706935
48,1.0708975
49,1.0709598
50,1.070883
51,1.0708804
52,1.0708002
53,1.0707842
54,1.0706327
55,1.0707921
56,1.0706505
57,1.0706799
58,1.0705699
59,1.0706924
60,1.0705771
61,1.0703943
62,1.0705042
63,1.0705535
64,1.0705276
65,1.0705111
66,1.0703456
67,1.0702859
68,1.0704138
69,1.070194
70,1.0700907
71,1.0701027
72,1.0700753
73,1.0700533
74,1.0700538
75,1.0699601
76,1.0702442
77,1.0700582
78,1.069908
79,1.0699617
80,1.0700866
81,1.0701522
82,1.0700898
83,1.0700212
84,1.0700289
85,1.070035
86,1.0700467
87,1.0701627
88,1.0701481
89,1.0700129
90,1.0697918
91,1.0698298
92,1.0697356
93,1.0696186
94,1.0695728
95,1.0694505
96,1.0694718
97,1.0695231
98,1.0695093
99,1.0694544
100,1.0694734
101,1.0694743
102,1.0694705
103,1.069346
104,1.0693175
105,1.0692799
106,1.0693401
107,1.0692537
108,1.0691812
109,1.0691663
110,1.0693922
111,1.0693825
112,1.0692922
113,1.0692488
114,1.0694056
115,1.0693105
116,1.0694039
117,1.0694026
118,1.0693579
119,1.0693947
120,1.0693183
121,1.0691833
122,1.0691643
123,1.0690826
124,1.0691085
125,1.0690674
126,1.0689729
127,1.0689149
128,1.0688237
129,1.0687361
130,1.0688511
131,1.0687218
132,1.0687144
133,1.0686206
134,1.0686476
135,1.068606
136,1.0685879
137,1.0684352
138,1.0684341
139,1.068329
140,1.0681905
141,1.0682845
142,1.0682752
143,1.0683306
144,1.0684527
145,1.0685085
146,1.068333
147,1.0683643
148,1.0685215
149,1.0685141
150,1.0684751
151,1.068397
152,1.0682933
153,1.0682507
154,1.0682597
155,1.0682131
156,1.0682954
157,1.0682603
158,1.0681065
159,1.0681385
160,1.067958
161,1.0677928
162,1.0677522
163,1.0676881
164,1.0676579
165,1.0675789
166,1.0676184
167,1.0675731
168,1.0674559
169,1.067355
170,1.0672718
171,1.06743
172,1.0674742
173,1.0674649
174,1.0673282
175,1.0673171
176,1.0672255
177,1.0672516
178,1.0671271
179,1.0670987
180,1.0670049
181,1.0671058
182,1.0670257
183,1.0669705
184,1.066855
185,1.0669116
186,1.0668204
187,1.0668064
188,1.0669096
189,1.0666476
190,1.0665076
191,1.06657
192,1.0666097
193,1.0665863
194,1.0664611
195,1.0663211
196,1.0662755
197,1.0662022
198,1.0661882
199,1.0661055
200,1.065961
201,1.0658404
202,1.0658298
203,1.065864
204,1.0658693
205,1.0658306
206,1.0658365
207,1.0659288
208,1.0658325
209,1.0656953
210,1.0658873
211,1.0658962
212,1.0658416
213,1.0659652
214,1.0658181
215,1.0656816
216,1.065605
217,1.0655782
218,1.0656015
219,1.0654829
220,1.065447
221,1.0654637
222,1.0654333
223,1.0653814
224,1.0654339
225,1.0652953
226,1.0652915
227,1.0652691
228,1.0653042
229,1.0653553
230,1.0650502
231,1.065087
232,1.0648818
233,1.0649707
234,1.0649968
235,1.0649868
236,1.0648485
237,1.0647002
238,1.0646108
239,1.0645994
240,1.0646105
241,1.0646671
242,1.0645164
243,1.0645099
244,1.0645493
245,1.0644681
246,1.0644426
247,1.0643514
248,1.0643771
249,1.0641968
250,1.0641775
251,1.064343
252,1.0641145
253,1.0640641
254,1.0639803
255,1.0639979
256,1.064043
257,1.0639125
258,1.0640801
259,1.0638833
260,1.0637295
261,1.0637549
262,1.0636709
263,1.0635687
264,1.0635469
265,1.063481
266,1.0634826
267,1.0633614
268,1.0633316
269,1.0632577
270,1.0633537
271,1.0633444
272,1.0631685
273,1.0631695
274,1.0629802
275,1.0629303
276,1.0628827
277,1.0628831
278,1.0628989
279,1.0628958
280,1.0627674
281,1.0628228
282,1.0626669
283,1.0627334
284,1.0626752
285,1.0626247
286,1.062513
287,1.0624057
288,1.062292
289,1.0623573
290,1.0623153
291,1.0622003
292,1.0622679
293,1.0620612
294,1.0621734
295,1.061913
296,1.0618418
297,1.0617454
298,1.0617045
299,1.0616308
300,1.0616983
301,1.0616899
302,1.0616865
303,1.0616916
304,1.0616522
305,1.0614077
306,1.0613986
307,1.0614421
308,1.061324
309,1.0612496
310,1.0612042
311,1.0612645
312,1.0610216
313,1.0611794
314,1.061065
315,1.0609462
316,1.0607637
317,1.0607175
318,1.060782
319,1.060789
320,1.0608261
321,1.0607017
322,1.0606413
323,1.0605675
324,1.0605277
325,1.0604582
326,1.0605065
327,1.0604039
328,1.0602801
329,1.0602409
330,1.0601038
331,1.0600773
332,1.060003
333,1.0598834
334,1.059796
335,1.0599163
336,1.0599331
337,1.0599192
338,1.059626
339,1.0597368
340,1.0596372
341,1.0595986
342,1.0595719
343,1.0595133
344,1.0594941
345,1.0594612
346,1.0594975
347,1.0594749
348,1.0593899
349,1.0592226
350,1.059069
351,1.0590839
352,1.0590308
353,1.0589894
354,1.0589755
355,1.0589045
356,1.0588777
357,1.0588496
358,1.0587289
359,1.0586753
360,1.0586122
361,1.058486
362,1.0585705
363,1.058434
364,1.0583745
365,1.0583664
366,1.0582682
367,1.0581743
368,1.0581604
369,1.0582098
370,1.0580568
371,1.0580946
372,1.0582402
373,1.0581149
374,1.0580391
375,1.0579739
376,1.0579824
377,1.0579516
378,1.0578345
379,1.0576552
380,1.0575852
381,1.0575999
382,1.0575645
383,1.057605
384,1.0575818
385,1.0575681
386,1.0575522
387,1.0575169
388,1.0574065
389,1.0574592
390,1.0572795
391,1.0573295
392,1.0573648
393,1.057425
394,1.0572872
395,1.0573558
396,1.0572916
397,1.0571805
398,1.0570428
399,1.0571491
400,1.057109
401,1.0570002
402,1.0570034
403,1.0569241
404,1.0568066
405,1.0567592
406,1.0568404
407,1.0568473
408,1.0567514
409,1.056934
410,1.0568902
411,1.0568163
412,1.0567009
413,1.0564704
414,1.0566093
415,1.0565147
416,1.0564188
417,1.0564013
418,1.0563273
419,1.0562854
420,1.0563269
421,1.056124
422,1.0561764
423,1.0561522
