,capacity
0,0.0
1,1.0924908
2,1.0938309
3,1.0946157
4,1.0951551
5,1.0955694
6,1.0958574
7,1.096019
8,1.0960946
9,1.0961914
10,1.0962515
11,1.096368
12,1.0964043
13,1.0964614
14,1.0964888
15,1.0965052
16,1.0965248
17,1.0965059
18,1.0965245
19,1.0964957
20,1.0964094
21,1.0964599
22,1.0964235
23,1.0963508
24,1.0963647
25,1.0963809
26,1.0963221
27,1.0963322
28,1.0963182
29,1.0962815
30,1.09624
31,1.0962831
32,1.0962418
33,1.0962529
34,1.0963312
35,1.0962653
36,1.0962428
37,1.0962163
38,1.096189
39,1.0962161
40,1.0962176
41,1.0961481
42,1.0961163
43,1.0960414
44,1.0960581
45,1.0960696
46,1.0960335
47,1.0959439
48,1.0959038
49,1.0958972
50,1.0960094
51,1.0964025
52,1.0966071
53,1.0967572
54,1.0968262
55,1.0967855
56,1.0958773
57,1.0956687
58,1.0955876
59,1.0955479
60,1.0954952
61,1.095458
62,1.0953642
63,1.0953134
64,1.0953089
65,1.0952225
66,1.0952063
67,1.0951535
68,1.0950963
69,1.0950252
70,1.0949563
71,1.0949478
72,1.0949146
73,1.0948806
74,1.0948541
75,1.0948173
76,1.0947393
77,1.0947195
78,1.0946909
79,1.0946635
80,1.0946273
81,1.0945498
82,1.0945283
83,1.0944755
84,1.0944335
85,1.0943536
86,1.0944251
87,1.0943229
88,1.0942578
89,1.0942037
90,1.0941659
91,1.0941333
92,1.0941055
93,1.0940368
94,1.0939764
95,1.0939144
96,1.0939567
97,1.0938585
98,1.0937799
99,1.0937657
100,1.0937191
101,1.0936785
102,1.0936844
103,1.0935876
104,1.0935229
105,1.0934792
106,1.0934147
107,1.0933647
108,1.0932938
109,1.0931971
110,1.0932541
111,1.0931993
112,1.0931405
113,1.0930947
114,1.0930861
115,1.0930322
116,1.0917281
117,1.0929463
118,1.0928969
119,1.0928537
120,1.0928378
121,1.0928301
122,1.0927538
123,1.0927341
124,1.0927119
125,1.0926448
126,1.0925884
127,1.0925485
128,1.0924816
129,1.0924598
130,1.0923544
131,1.0923107
132,1.0922275
133,1.0921513
134,1.092085
135,1.092032
136,1.0919528
137,1.0918962
138,1.0918453
139,1.0918276
140,1.0917438
141,1.0916834
142,1.0916368
143,1.0916058
144,1.0915302
145,1.0914309
146,1.0914149
147,1.0901636
148,1.0913409
149,1.0912786
150,1.0911952
151,1.0911933
152,1.0911511
153,1.0911009
154,1.0910767
155,1.091004
156,1.0909719
157,1.0909227
158,1.0908445
159,1.0908103
160,1.0907147
161,1.0906721
162,1.0906131
163,1.0905839
164,1.0905194
165,1.0904864
166,1.0906129
167,1.0907199
168,1.0907136
169,1.0905262
170,1.090333
171,1.090161
172,1.0900691
173,1.0900769
174,1.0902193
175,1.0903132
176,1.090363
177,1.0903494
178,1.0902929
179,1.090184
180,1.0900542
181,1.0898492
182,1.0895959
183,1.0895275
184,1.0894611
185,1.0893977
186,1.0893382
187,1.0892642
188,1.0892045
189,1.0891383
190,1.089066
191,1.0890037
192,1.0889781
193,1.0890095
194,1.0890777
195,1.0892221
196,1.0892206
197,1.0891346
198,1.0889249
199,1.0886943
200,1.0885605
201,1.0885803
202,1.0888114
203,1.0889975
204,1.0890565
205,1.0891134
206,1.0890549
207,1.0889701
208,1.0888274
209,1.0886561
210,1.0882186
211,1.0879806
212,1.0878788
213,1.0877818
214,1.0877094
215,1.0876271
216,1.0875359
217,1.0874461
218,1.0873886
219,1.0873328
220,1.087307
221,1.0873256
222,1.0873597
223,1.0874764
224,1.0875535
225,1.0873897
226,1.0871544
227,1.086886
228,1.0867876
229,1.0867056
230,1.0867541
231,1.0868498
232,1.0869629
233,1.0869367
234,1.0868722
235,1.0867945
236,1.0866843
237,1.0865797
238,1.0862637
239,1.0861106
240,1.0861212
241,1.0859945
242,1.085923
243,1.0857925
244,1.085722
245,1.0856484
246,1.0856091
247,1.0855489
248,1.0855227
249,1.085452
250,1.0855026
251,1.0855666
252,1.0856389
253,1.0855149
254,1.0853019
255,1.0850363
256,1.0849094
257,1.0847952
258,1.0848142
259,1.0849013
260,1.0849655
261,1.0849304
262,1.0849138
263,1.084825
264,1.0847285
265,1.0846608
266,1.0843343
267,1.0840712
268,1.0839294
269,1.0838319
270,1.082544
271,1.0837008
272,1.0835733
273,1.083501
274,1.0833992
275,1.0833458
276,1.0832696
277,1.0832121
278,1.0831379
279,1.0831753
