,capacity
0,1.0718927
1,1.0768799
2,1.0783828
3,1.0789765
4,1.0800804
5,1.0800902
6,1.0801461
7,1.08064
8,1.0806001
9,1.0806184
10,1.0810565
11,1.0810715
12,1.0814501
13,1.0815841
14,1.0815985
15,1.0820123
16,1.081826
17,1.0817518
18,1.0819405
19,1.0817771
20,1.0815878
21,1.0820169
22,1.081761
23,1.0814914
24,1.0818275
25,1.0815012
26,1.081524
27,1.0819252
28,1.0816402
29,1.0813951
30,1.0815775
31,1.0814151
32,1.0814085
33,1.0813855
34,1.0814959
35,1.0814893
36,1.0815202
37,1.081486
38,1.0814985
39,1.0812913
40,1.0812272
41,1.0817336
42,1.0812455
43,1.0811943
44,1.0814185
45,1.0809464
46,1.0806303
47,1.0808415
48,1.0805864
49,1.0805244
50,1.0808204
51,1.0807922
52,1.0805696
53,1.0804776
54,1.0802131
55,1.080281
56,1.0801505
57,1.0796297
58,1.0800096
59,1.0798447
60,1.0797622
61,1.0801646
62,1.0798988
63,1.0795548
64,1.0799761
65,1.0796019
66,1.0795503
67,1.0797485
68,1.0792735
69,1.0790409
70,1.0792629
71,1.0788825
72,1.0787756
73,1.0789633
74,1.0788567
75,1.078763
76,1.0788362
77,1.0784205
78,1.0785153
79,1.0782646
80,1.0780581
81,1.0783812
82,1.0779265
83,1.0777076
84,1.0782732
85,1.0780205
86,1.0775584
87,1.0778497
88,1.0775248
89,1.0776598
90,1.0776352
91,1.0774713
92,1.0770991
93,1.0771536
94,1.0768988
95,1.0767602
96,1.0765792
97,1.0764539
98,1.0768993
99,1.0766457
100,1.0766195
101,1.0763106
102,1.0759504
103,1.0758666
104,1.0760659
105,1.075704
106,1.0755517
107,1.0757449
108,1.0756203
109,1.0755614
110,1.0756164
111,1.0751981
112,1.0750245
113,1.0751858
114,1.075061
115,1.0744634
116,1.0745856
117,1.0742421
118,1.0743507
119,1.0741187
120,1.0726231
121,1.073959
122,1.073752
123,1.0735455
124,1.0737143
125,1.0731871
126,1.0727916
127,1.0731437
128,1.0727911
129,1.0726807
130,1.0727246
131,1.0722858
132,1.0721245
133,1.0723892
134,1.0719544
135,1.0718573
136,1.0718793
137,1.0716721
138,1.0718571
139,1.0716593
140,1.0714
141,1.0713831
142,1.0710565
143,1.0709226
144,1.0709167
145,1.0704865
146,1.0703341
147,1.0706468
148,1.0701876
149,1.0700984
150,1.0699974
151,1.0694449
152,1.0695218
153,1.0694684
154,1.069121
155,1.0691628
156,1.0678365
157,1.0689141
158,1.0688008
159,1.0686059
160,1.0683545
161,1.0684336
162,1.0682012
163,1.0680578
164,1.0679967
165,1.0677305
166,1.0674578
167,1.0676177
168,1.0672294
169,1.0668715
170,1.0670536
171,1.0665982
172,1.0662895
173,1.066558
174,1.0659521
175,1.0656643
176,1.0656534
177,1.0654125
178,1.0652585
179,1.065104
180,1.0647471
181,1.0648326
182,1.0647235
183,1.0644648
184,1.0645431
185,1.0641609
186,1.0640368
187,1.0642861
188,1.0637618
189,1.0635289
190,1.0636737
191,1.0631531
192,1.0630745
193,1.0628958
194,1.0625196
195,1.0622883
196,1.0623491
197,1.0620657
198,1.0616387
199,1.0615407
200,1.0612893
201,1.0611076
202,1.0609032
203,1.0606384
204,1.0604311
205,1.0602895
206,1.0600455
207,1.060241
208,1.0597633
209,1.0593897
210,1.0595065
211,1.0591671
212,1.0590458
213,1.0589088
214,1.0584402
215,1.0578805
216,1.0579828
217,1.0574625
218,1.0572865
219,1.0572098
220,1.0568625
221,1.0568689
222,1.0565504
223,1.0561736
224,1.0561639
225,1.0557826
226,1.0555775
227,1.0557828
